Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	2	3	6500	336	3	2	2000	8.002966e+000	2	1	0	3.712960e-001
23000	13000	trial type	1	3	2	3	6500	305	3	2	4000	2.300003e+001	2	1	0	4.847135e-001
40000	13000	trial type	3	4	2	4	6500	409	4	2	4000	4.000001e+001	2	1	0	5.132449e-001
57000	13000	trial type	3	1	2	1	6500	1	142	1	2000	5.700001e+001	2	0	0	3.851361e-001
72000	13000	trial type	3	2	1	3	6500	337	3	2	2000	7.200001e+001	2	1	0	6.296677e-001
87000	13000	trial type	1	2	1	1	6500	131	1	2	4000	8.700001e+001	1	0	0	4.973744e-001
104000	13000	trial type	1	2	2	2	6500	248	2	2	2000	1.040000e+002	2	1	0	4.466412e-001
119000	13000	trial type	2	1	2	1	6500	117	1	2	4000	1.190000e+002	2	1	0	5.245751e-001
136000	13000	trial type	4	3	2	3	6500	336	3	2	4000	1.360000e+002	1	0	0	5.630293e-001
153000	13000	trial type	2	1	1	2	6500	236	2	2	4000	1.530000e+002	1	0	0	4.202027e-001
170000	13000	trial type	4	1	2	1	6500	1	138	1	4000	1.700000e+002	2	0	0	2.814018e-001
187000	13000	trial type	3	4	2	4	6500	4	449	1	4000	1.870000e+002	1	1	0	6.329946e-001
204000	13000	trial type	2	1	2	1	6500	1	102	1	2000	2.040000e+002	2	0	0	4.914824e-001
219000	13000	trial type	3	4	1	3	6500	339	3	2	4000	2.190000e+002	1	0	0	3.026777e-001
236000	13000	trial type	4	3	1	4	6500	4	426	1	2000	2.360000e+002	2	0	0	4.457364e-001
251000	13000	trial type	4	2	2	2	6500	225	2	2	4000	2.510000e+002	1	0	0	4.053535e-001
268000	13000	trial type	2	4	2	4	6500	4	438	1	2000	2.680000e+002	1	1	0	5.212790e-001
283000	13000	trial type	4	3	1	4	6500	441	4	2	2000	2.830000e+002	1	0	0	5.440760e-001
298000	13000	trial type	1	4	2	4	6500	416	4	2	2000	2.980002e+002	1	0	0	3.314417e-001
313000	13000	trial type	1	2	1	1	6500	1	124	1	4000	3.130000e+002	2	0	0	5.801132e-001
330000	13000	trial type	3	1	1	3	6500	347	3	2	2000	3.300000e+002	2	1	0	5.629415e-001
345000	13000	trial type	2	3	1	2	6500	2	249	1	2000	3.450000e+002	2	0	0	6.000781e-001
360000	13000	trial type	4	3	2	3	6500	3	310	1	4000	3.600000e+002	1	1	0	8.395899e-001
377000	13000	trial type	3	2	2	2	6500	2	225	1	4000	3.770000e+002	1	1	0	4.906449e-001
