Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	2	1	4	6500	430	4	2	4000	8.003024e+00	2	1	0	5.275260e-01
25000	13000	trial type	2	4	2	4	6500	4	442	1	2000	2.500003e+01	2	0	0	1.265983e+00
40000	13000	trial type	4	3	1	4	6500	4	415	1	2000	4.000001e+01	1	1	0	1.167071e+00
55000	13000	trial type	2	4	2	4	6500	440	4	2	2000	5.500001e+01	2	1	0	4.231300e-01
70000	13000	trial type	1	2	1	1	6500	146	1	2	4000	7.000001e+01	2	1	0	1.414785e+00
87000	13000	trial type	1	3	1	1	6500	1	147	1	4000	8.700002e+01	1	1	0	4.210900e-01
104000	13000	trial type	2	4	1	2	6500	2	239	1	4000	1.040000e+02	1	1	0	4.694259e-01
121000	13000	trial type	4	3	2	3	6500	323	3	2	4000	1.210000e+02	1	0	0	1.078537e+00
138000	13000	trial type	4	2	1	4	6500	4	445	1	4000	1.380000e+02	1	1	0	3.939457e-01
155000	13000	trial type	3	1	2	1	6500	137	1	2	4000	1.550000e+02	2	1	0	5.421829e-01
172000	13000	trial type	1	4	2	4	6500	446	4	2	2000	1.720000e+02	2	1	0	5.446305e-01
187000	13000	trial type	3	2	2	2	6500	2	239	1	2000	1.870000e+02	2	0	0	3.829697e-01
202000	13000	trial type	3	2	1	3	6500	3	343	1	4000	2.020000e+02	1	1	0	2.869783e-01
219000	13000	trial type	1	3	2	3	6500	328	3	2	4000	2.190000e+02	2	1	0	6.645357e-01
236000	13000	trial type	4	2	2	2	6500	2	218	1	2000	2.360000e+02	1	1	0	3.336654e-01
251000	13000	trial type	3	1	1	3	6500	3	338	1	2000	2.510000e+02	1	1	0	3.351724e-01
266000	13000	trial type	3	4	2	4	6500	434	4	2	2000	2.660000e+02	1	0	0	4.041734e-01
281000	13000	trial type	2	1	1	2	6500	246	2	2	4000	2.810000e+02	1	0	0	5.586757e-01
298000	13000	trial type	1	4	1	1	6500	1	129	1	2000	2.980000e+02	1	1	0	3.911977e-01
313000	13000	trial type	3	4	1	3	6500	331	3	2	2000	3.130000e+02	2	1	0	2.690986e-01
328000	13000	trial type	1	2	2	2	6500	2	250	1	4000	3.280000e+02	1	1	0	2.066717e-01
345000	13000	trial type	3	2	1	3	6500	309	3	2	2000	3.450000e+02	2	1	0	1.013851e+00
360000	13000	trial type	1	2	2	2	6500	203	2	2	4000	3.600000e+02	2	1	0	1.003278e+00
377000	13000	trial type	3	1	1	3	6500	310	3	2	2000	3.770000e+02	1	0	0	1.295541e+00
