Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	3	1	4	6500	4	426	1	2000	8.003119e+000	1	1	0	3.934609e-001
23000	13000	trial type	2	3	1	2	6500	222	2	2	4000	2.300003e+001	1	0	0	8.261673e-001
40000	13000	trial type	4	3	1	4	6500	435	4	2	4000	4.000001e+001	1	0	0	5.906203e-001
57000	13000	trial type	4	2	1	4	6500	4	416	1	2000	5.700001e+001	1	1	0	5.410560e-001
72000	13000	trial type	1	2	1	1	6500	1	104	1	4000	7.200001e+001	1	1	0	4.271648e-001
89000	13000	trial type	1	4	1	1	6500	123	1	2	2000	8.900001e+001	2	1	0	8.547591e-001
104000	13000	trial type	4	1	1	4	6500	438	4	2	4000	1.040000e+002	1	0	0	6.087585e-001
121000	13000	trial type	2	4	1	2	6500	225	2	2	2000	1.210000e+002	1	0	0	5.144085e-001
136000	13000	trial type	2	1	1	2	6500	219	2	2	4000	1.360000e+002	2	1	0	5.087799e-001
153000	13000	trial type	1	4	1	1	6500	1	128	1	4000	1.530000e+002	2	0	0	5.462992e-001
170000	13000	trial type	2	1	1	2	6500	2	222	1	4000	1.700000e+002	2	0	0	5.385049e-001
187000	13000	trial type	4	1	1	4	6500	4	406	1	4000	1.870000e+002	1	1	0	8.048214e-001
204000	13000	trial type	3	2	1	3	6500	3	350	1	2000	2.040000e+002	1	1	0	7.480374e-001
219000	13000	trial type	3	4	1	3	6500	3	328	1	4000	2.190000e+002	1	1	0	4.997950e-001
236000	13000	trial type	3	1	1	3	6500	301	3	2	2000	2.360000e+002	2	1	0	7.927415e-001
251000	13000	trial type	2	4	1	2	6500	2	219	1	2000	2.510000e+002	1	1	0	6.190903e-001
266000	13000	trial type	4	2	1	4	6500	444	4	2	4000	2.660000e+002	1	0	0	4.823760e-001
283000	13000	trial type	1	2	1	1	6500	114	1	2	2000	2.830000e+002	1	0	0	6.859138e-001
298000	13000	trial type	1	3	1	1	6500	102	1	2	4000	2.980000e+002	1	0	0	4.932487e-001
315000	13000	trial type	1	3	1	1	6500	1	130	1	2000	3.150000e+002	1	1	0	4.495324e-001
330000	13000	trial type	2	3	1	2	6500	2	229	1	4000	3.300000e+002	1	1	0	3.350639e-001
347000	13000	trial type	3	4	1	3	6500	330	3	2	2000	3.470000e+002	2	1	0	5.481981e-001
362000	13000	trial type	3	1	1	3	6500	3	320	1	2000	3.620000e+002	1	1	0	3.956704e-001
377000	13000	trial type	3	2	1	3	6500	329	3	2	2000	3.770000e+002	2	1	0	4.228170e-001
