Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	1	2	6500	220	2	2	4000	8.002976e+000	1	0	0	1.857944e-001
25000	13000	trial type	2	3	1	2	6500	2	236	1	2000	2.500002e+001	1	1	0	3.439700e-001
40000	13000	trial type	4	3	1	4	6500	422	4	2	4000	4.000001e+001	1	0	0	1.062698e-001
57000	13000	trial type	4	1	1	4	6500	412	4	2	2000	5.700001e+001	1	0	0	3.519309e-001
72000	13000	trial type	3	2	1	3	6500	3	304	1	4000	7.200001e+001	1	1	0	2.893300e-001
89000	13000	trial type	1	2	1	1	6500	118	1	2	2000	8.900001e+001	1	0	0	4.920630e-001
104000	13000	trial type	3	4	1	3	6500	3	324	1	4000	1.040000e+002	1	1	0	3.655564e-001
121000	13000	trial type	3	1	1	3	6500	306	3	2	2000	1.210000e+002	2	1	0	3.836504e-001
136000	13000	trial type	1	3	1	1	6500	1	138	1	4000	1.360000e+002	2	0	0	2.710736e-001
153000	13000	trial type	3	2	1	3	6500	335	3	2	2000	1.530000e+002	2	1	0	2.611857e-001
168000	13000	trial type	3	1	1	3	6500	3	336	1	4000	1.680000e+002	1	1	0	3.370620e-001
185000	13000	trial type	3	4	1	3	6500	321	3	2	4000	1.850000e+002	1	0	0	1.657851e-001
202000	13000	trial type	2	4	1	2	6500	212	2	2	2000	2.020000e+002	1	0	0	2.832715e-001
217000	13000	trial type	4	2	1	4	6500	4	438	1	4000	2.170000e+002	1	1	0	2.727721e-001
234000	13000	trial type	4	3	1	4	6500	4	414	1	4000	2.340000e+002	2	0	0	4.668063e-001
251000	13000	trial type	1	4	1	1	6500	1	147	1	4000	2.510000e+002	2	0	0	2.743666e-001
268000	13000	trial type	1	2	1	1	6500	1	131	1	2000	2.680000e+002	2	0	0	4.697175e-001
283000	13000	trial type	2	1	1	2	6500	2	224	1	4000	2.830000e+002	1	1	0	4.757708e-001
300000	13000	trial type	1	4	1	1	6500	118	1	2	2000	3.000000e+002	1	0	0	1.960529e-001
315000	13000	trial type	2	4	1	2	6500	2	215	1	2000	3.150000e+002	2	0	0	4.553368e-001
330000	13000	trial type	4	1	1	4	6500	4	406	1	2000	3.300000e+002	1	1	0	1.975848e-001
345000	13000	trial type	4	2	1	4	6500	429	4	2	4000	3.450001e+002	1	0	0	5.898345e-001
362000	13000	trial type	1	3	1	1	6500	138	1	2	2000	3.620000e+002	1	0	0	5.204209e-001
377000	13000	trial type	2	1	1	2	6500	208	2	2	2000	3.770000e+002	1	0	0	4.933902e-001
