Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	3	1	1	6500	141	1	2	4000	8.000028e+00	2	1	0	3.650334e-01
25000	13000	trial type	2	4	1	2	6500	230	2	2	2000	2.500002e+01	2	1	0	5.696903e-01
40000	13000	trial type	3	4	1	3	6500	350	3	2	2000	4.000001e+01	2	1	0	2.200993e-01
55000	13000	trial type	4	1	1	4	6500	4	418	1	2000	5.500001e+01	1	1	0	2.696884e-01
70000	13000	trial type	1	4	1	1	6500	1	137	1	4000	7.000001e+01	1	1	0	6.487084e-01
87000	13000	trial type	4	2	1	4	6500	4	408	1	4000	8.700001e+01	1	1	0	2.480501e-01
104000	13000	trial type	2	1	1	2	6500	237	2	2	2000	1.040000e+02	2	1	0	3.222714e-01
119000	13000	trial type	1	2	1	1	6500	1	104	1	4000	1.190000e+02	2	0	0	4.416852e-01
136000	13000	trial type	2	4	1	2	6500	2	247	1	2000	1.360000e+02	1	1	0	6.198785e-01
151000	13000	trial type	2	1	1	2	6500	2	230	1	2000	1.510000e+02	1	1	0	4.011264e-01
166000	13000	trial type	4	2	1	4	6500	441	4	2	4000	1.660000e+02	2	1	0	4.277409e-01
183000	13000	trial type	3	2	1	3	6500	323	3	2	4000	1.830000e+02	2	1	0	9.150181e-01
200000	13000	trial type	1	4	1	1	6500	110	1	2	4000	2.000000e+02	1	0	0	6.442881e-01
217000	13000	trial type	2	3	1	2	6500	213	2	2	4000	2.170000e+02	1	0	0	3.055770e-01
234000	13000	trial type	1	3	1	1	6500	1	109	1	2000	2.340000e+02	1	1	0	6.888664e-01
249000	13000	trial type	4	3	1	4	6500	438	4	2	4000	2.490000e+02	2	1	0	5.521981e-01
266000	13000	trial type	3	1	1	3	6500	3	349	1	2000	2.660000e+02	1	1	0	5.138266e-01
281000	13000	trial type	4	1	1	4	6500	447	4	2	4000	2.810000e+02	2	1	0	5.488651e-01
298000	13000	trial type	3	4	1	3	6500	3	323	1	2000	2.980000e+02	1	1	0	3.441540e-01
313000	13000	trial type	4	3	1	4	6500	4	425	1	2000	3.130000e+02	1	1	0	1.108319e+00
328000	13000	trial type	2	3	1	2	6500	2	224	1	2000	3.280001e+02	1	1	0	4.594887e-01
343000	13000	trial type	1	2	1	1	6500	137	1	2	2000	3.430000e+02	2	1	0	4.500977e-01
358000	13000	trial type	3	1	1	3	6500	343	3	2	4000	3.580000e+02	2	1	0	8.164293e-01
375000	13000	trial type	3	2	1	3	6500	3	340	1	4000	3.750000e+02	1	1	0	4.136614e-01
