Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	1	1	4	6500	4	410	1	4000	8.003054e+00	2	0	0	3.345444e-01
25000	13000	trial type	4	3	2	3	6500	3	313	1	4000	2.500003e+01	2	0	0	1.328506e+00
42000	13000	trial type	1	3	2	3	6500	3	308	1	4000	4.200001e+01	1	1	0	3.060304e-01
59000	13000	trial type	2	1	2	1	6500	1	102	1	4000	5.900001e+01	1	1	0	3.115570e-01
76000	13000	trial type	4	2	1	4	6500	422	4	2	2000	7.600001e+01	2	1	0	6.470813e-01
91000	13000	trial type	3	4	1	3	6500	3	303	1	4000	9.100001e+01	1	1	0	5.381253e-01
108000	13000	trial type	2	1	2	1	6500	113	1	2	4000	1.080000e+02	1	0	0	7.511243e-01
125000	13000	trial type	4	1	1	4	6500	402	4	2	2000	1.250000e+02	2	1	0	5.584240e-01
140000	13000	trial type	3	2	1	3	6500	348	3	2	2000	1.400000e+02	2	1	0	5.649411e-01
155000	13000	trial type	1	4	1	1	6500	1	119	1	2000	1.550000e+02	1	1	0	3.709259e-01
170000	13000	trial type	1	4	2	4	6500	446	4	2	2000	1.700000e+02	2	1	0	6.402693e-01
185000	13000	trial type	4	3	1	4	6500	4	406	1	2000	1.850000e+02	2	0	0	9.826938e-01
200000	13000	trial type	3	4	1	3	6500	315	3	2	2000	2.000000e+02	2	1	0	4.756913e-01
215000	13000	trial type	2	1	1	2	6500	2	220	1	2000	2.150000e+02	2	0	0	1.022512e+00
230000	13000	trial type	2	3	1	2	6500	2	237	1	2000	2.300000e+02	1	1	0	8.591631e-01
245000	13000	trial type	1	2	1	1	6500	1	107	1	4000	2.450000e+02	1	1	0	6.383732e-01
262000	13000	trial type	4	3	2	3	6500	330	3	2	4000	2.620000e+02	2	1	0	3.651084e-01
279000	13000	trial type	2	4	1	2	6500	2	227	1	2000	2.790000e+02	1	1	0	4.109176e-01
294000	13000	trial type	3	1	1	3	6500	326	3	2	2000	2.940000e+02	2	1	0	4.917869e-01
309000	13000	trial type	3	2	2	2	6500	212	2	2	2000	3.090000e+02	2	1	0	3.962683e-01
324000	13000	trial type	3	1	2	1	6500	145	1	2	4000	3.240000e+02	2	1	0	4.461011e-01
341000	13000	trial type	3	4	2	4	6500	401	4	2	4000	3.410000e+02	2	1	0	1.085079e+00
358000	13000	trial type	3	2	2	2	6500	2	249	1	4000	3.580000e+02	1	1	0	1.205210e+00
375000	13000	trial type	1	4	1	1	6500	101	1	2	2000	3.750000e+02	2	1	0	3.599310e-01
