Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	4	2	4	6500	4	438	1	4000	8.002874e+00	2	0	0	4.843374e-01
25000	13000	trial type	1	4	2	4	6500	4	446	1	2000	2.500003e+01	1	1	0	3.891120e-01
40000	13000	trial type	2	1	1	2	6500	2	201	1	4000	4.000001e+01	1	1	0	4.878918e-01
57000	13000	trial type	1	4	1	1	6500	1	135	1	2000	5.700001e+01	1	1	0	4.651166e-01
72000	13000	trial type	1	3	2	3	6500	3	311	1	4000	7.200001e+01	2	0	0	9.834900e-01
89000	13000	trial type	3	4	1	3	6500	3	325	1	2000	8.900001e+01	1	1	0	6.381957e-01
104000	13000	trial type	4	3	2	3	6500	3	307	1	4000	1.040000e+02	1	1	0	3.328176e-01
121000	13000	trial type	3	4	2	4	6500	4	419	1	2000	1.210000e+02	1	1	0	3.477983e-01
136000	13000	trial type	3	1	2	1	6500	1	110	1	2000	1.360000e+02	1	1	0	4.115342e-01
151000	13000	trial type	3	1	1	3	6500	3	343	1	4000	1.510000e+02	1	1	0	3.637208e-01
168000	13000	trial type	4	1	2	1	6500	1	106	1	4000	1.680000e+02	2	0	0	1.068563e+00
185000	13000	trial type	2	4	1	2	6500	2	204	1	2000	1.850001e+02	1	1	0	3.368624e-01
200000	13000	trial type	3	2	2	2	6500	2	208	1	4000	2.000000e+02	1	1	0	8.967139e-01
217000	13000	trial type	2	3	2	3	6500	3	312	1	2000	2.170000e+02	2	0	0	1.016158e+00
232000	13000	trial type	4	1	1	4	6500	4	442	1	2000	2.320000e+02	2	0	0	1.071795e+00
247000	13000	trial type	4	3	1	4	6500	4	411	1	4000	2.470000e+02	1	1	0	9.814924e-01
264000	13000	trial type	2	3	1	2	6500	2	247	1	2000	2.640000e+02	1	1	0	6.240554e-01
279000	13000	trial type	3	2	1	3	6500	3	307	1	4000	2.790000e+02	2	0	0	6.396032e-01
296000	13000	trial type	4	2	2	2	6500	2	241	1	4000	2.960000e+02	1	1	0	3.429155e-01
313000	13000	trial type	1	2	1	1	6500	1	110	1	2000	3.130000e+02	1	1	0	4.291052e-01
328000	13000	trial type	4	2	1	4	6500	4	440	1	4000	3.280000e+02	2	0	0	5.548068e-01
345000	13000	trial type	1	2	2	2	6500	2	211	1	2000	3.450005e+02	1	1	0	5.339227e-01
360000	13000	trial type	1	3	1	1	6500	1	113	1	4000	3.600000e+02	1	1	0	8.910982e-01
377000	13000	trial type	2	1	2	1	6500	1	104	1	2000	3.770000e+02	2	0	0	7.833598e-01
