Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	1	2	1	6500	113	1	2	4000	8.000028e+00	1	0	0	5.142167e-01
25000	13000	trial type	4	1	1	4	6500	419	4	2	4000	2.500003e+01	2	1	0	1.098296e+00
42000	13000	trial type	2	4	2	4	6500	425	4	2	2000	4.200002e+01	1	0	0	1.060890e+00
57000	13000	trial type	4	1	1	4	6500	4	411	1	4000	5.700001e+01	1	1	0	3.968046e-01
74000	13000	trial type	4	3	2	3	6500	3	324	1	2000	7.400001e+01	99	0	1	-1
89000	13000	trial type	1	2	1	1	6500	1	139	1	4000	8.900001e+01	2	0	0	8.597211e-01
106000	13000	trial type	3	1	1	3	6500	310	3	2	4000	1.060000e+02	2	1	0	6.202957e-01
123000	13000	trial type	3	2	2	2	6500	204	2	2	2000	1.230000e+02	1	0	0	6.235622e-01
138000	13000	trial type	3	2	1	3	6500	3	310	1	2000	1.380000e+02	1	1	0	5.864413e-01
153000	13000	trial type	1	4	1	1	6500	143	1	2	2000	1.530000e+02	2	1	0	3.468665e-01
168000	13000	trial type	3	2	1	3	6500	327	3	2	2000	1.680000e+02	2	1	0	1.191304e+00
183000	13000	trial type	1	3	1	1	6500	109	1	2	2000	1.830000e+02	1	0	0	4.408489e-01
198000	13000	trial type	1	4	2	4	6500	424	4	2	2000	1.980002e+02	2	1	0	4.915748e-01
213000	13000	trial type	2	3	1	2	6500	2	214	1	4000	2.130001e+02	1	1	0	5.834636e-01
230000	13000	trial type	1	3	2	3	6500	329	3	2	4000	2.300000e+02	2	1	0	7.907457e-01
247000	13000	trial type	2	3	2	3	6500	3	348	1	2000	2.470000e+02	1	1	0	6.639165e-01
262000	13000	trial type	3	4	1	3	6500	330	3	2	2000	2.620000e+02	2	1	0	3.192035e-01
277000	13000	trial type	2	4	2	4	6500	4	432	1	2000	2.770000e+02	1	1	0	7.652848e-01
292000	13000	trial type	3	4	1	3	6500	3	317	1	4000	2.920000e+02	1	1	0	4.759478e-01
309000	13000	trial type	4	3	2	3	6500	311	3	2	4000	3.090000e+02	99	0	1	-1
326000	13000	trial type	1	2	2	2	6500	206	2	2	2000	3.260000e+02	2	1	0	2.684320e-01
341000	13000	trial type	4	2	1	4	6500	406	4	2	4000	3.410000e+02	2	1	0	7.228253e-01
358000	13000	trial type	3	1	2	1	6500	103	1	2	4000	3.580000e+02	1	0	0	6.391749e-01
375000	13000	trial type	2	1	1	2	6500	222	2	2	4000	3.750000e+02	2	1	0	7.286340e-01
