Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	3	2	2	2	6500	228	2	2	4000	8.003116e+000	2	1	0	2.576283e-001
25000	13000	trial type	2	1	2	1	6500	129	1	2	2000	2.500002e+001	2	1	0	4.982585e-001
40000	13000	trial type	3	1	1	3	6500	3	342	1	4000	4.000001e+001	1	1	0	5.704175e-001
57000	13000	trial type	3	4	1	3	6500	308	3	2	4000	5.700001e+001	1	0	0	3.848573e-001
74000	13000	trial type	3	2	2	2	6500	2	223	1	2000	7.400001e+001	2	0	0	6.162571e-001
89000	13000	trial type	1	4	1	1	6500	1	127	1	2000	8.900001e+001	2	0	0	3.765082e-001
104000	13000	trial type	1	3	2	3	6500	3	315	1	4000	1.040000e+002	1	1	0	5.171102e-001
121000	13000	trial type	1	3	2	3	6500	349	3	2	2000	1.210000e+002	1	0	0	6.655569e-001
136000	13000	trial type	4	2	2	2	6500	221	2	2	4000	1.360000e+002	2	1	0	5.805483e-001
153000	13000	trial type	3	1	2	1	6500	1	128	1	2000	1.530000e+002	2	0	0	4.317295e-001
168000	13000	trial type	2	4	1	2	6500	226	2	2	2000	1.680000e+002	1	0	0	5.873422e-001
183000	13000	trial type	4	3	2	3	6500	3	317	1	2000	1.830000e+002	1	1	0	5.732266e-001
198000	13000	trial type	3	2	1	3	6500	347	3	2	2000	1.980000e+002	1	0	0	5.048654e-001
213000	13000	trial type	4	1	2	1	6500	142	1	2	4000	2.130000e+002	2	1	0	6.953395e-001
230000	13000	trial type	2	3	2	3	6500	3	316	1	2000	2.300000e+002	2	0	0	7.981629e-001
245000	13000	trial type	1	2	1	1	6500	108	1	2	4000	2.450000e+002	1	0	0	5.460047e-001
262000	13000	trial type	3	1	1	3	6500	315	3	2	4000	2.620000e+002	2	1	0	1.033939e+000
279000	13000	trial type	3	2	1	3	6500	3	339	1	4000	2.790000e+002	1	1	0	4.844436e-001
296000	13000	trial type	4	2	1	4	6500	438	4	2	4000	2.960000e+002	1	0	0	6.934880e-001
313000	13000	trial type	2	4	2	4	6500	431	4	2	4000	3.130000e+002	1	0	0	5.554202e-001
330000	13000	trial type	1	3	1	1	6500	105	1	2	2000	3.300000e+002	1	0	0	6.915406e-001
345000	13000	trial type	4	2	2	2	6500	2	214	1	2000	3.450000e+002	1	1	0	5.990027e-001
360000	13000	trial type	1	2	1	1	6500	1	115	1	2000	3.600000e+002	2	0	0	6.938928e-001
375000	13000	trial type	4	1	2	1	6500	1	109	1	2000	3.750000e+002	2	0	0	6.016410e-001
