Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	2	2	2	6500	248	2	2	4000	8.003042e+00	2	1	0	7.879916e-01
25000	13000	trial type	1	4	2	4	6500	4	426	1	4000	2.500002e+01	1	1	0	3.342433e-01
42000	13000	trial type	4	3	1	4	6500	413	4	2	2000	4.200001e+01	2	1	0	6.704514e-01
57000	13000	trial type	4	1	2	1	6500	117	1	2	4000	5.700001e+01	1	0	0	4.893431e-01
74000	13000	trial type	2	3	2	3	6500	3	328	1	4000	7.400001e+01	1	1	0	5.129343e-01
91000	13000	trial type	3	1	2	1	6500	1	147	1	2000	9.100003e+01	2	0	0	4.970511e-01
106000	13000	trial type	3	1	1	3	6500	306	3	2	4000	1.060000e+02	2	1	0	2.348150e-01
123000	13000	trial type	2	4	2	4	6500	450	4	2	4000	1.230000e+02	2	1	0	7.559651e-01
140000	13000	trial type	2	4	1	2	6500	246	2	2	2000	1.400000e+02	2	1	0	6.850760e-01
155000	13000	trial type	4	1	1	4	6500	408	4	2	2000	1.550000e+02	2	1	0	4.433107e-01
170000	13000	trial type	2	1	2	1	6500	1	146	1	4000	1.700000e+02	2	0	0	1.171912e+00
187000	13000	trial type	2	3	1	2	6500	2	206	1	2000	1.870000e+02	2	0	0	3.422530e-01
202000	13000	trial type	4	2	1	4	6500	4	414	1	2000	2.020000e+02	1	1	0	5.919077e-01
217000	13000	trial type	3	2	1	3	6500	313	3	2	2000	2.170000e+02	2	1	0	6.108019e-01
232000	13000	trial type	3	1	1	3	6500	3	328	1	2000	2.320000e+02	1	1	0	7.160019e-01
247000	13000	trial type	2	3	1	2	6500	231	2	2	4000	2.470000e+02	2	1	0	3.263647e-01
264000	13000	trial type	3	2	2	2	6500	217	2	2	4000	2.640000e+02	2	1	0	3.707905e-01
281000	13000	trial type	2	1	1	2	6500	224	2	2	2000	2.810000e+02	2	1	0	7.293448e-01
296000	13000	trial type	4	1	1	4	6500	4	405	1	2000	2.960000e+02	2	0	0	5.324141e-01
311000	13000	trial type	1	2	1	1	6500	102	1	2	2000	3.110000e+02	2	1	0	1.209789e+00
326000	13000	trial type	3	2	2	2	6500	2	220	1	4000	3.260000e+02	1	1	0	7.901525e-01
343000	13000	trial type	4	2	2	2	6500	2	239	1	4000	3.430000e+02	2	0	0	5.348270e-01
360000	13000	trial type	3	4	2	4	6500	4	402	1	4000	3.600000e+02	1	1	0	4.737290e-01
377000	13000	trial type	4	2	2	2	6500	211	2	2	2000	3.770000e+02	2	1	0	9.861720e-01
