Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	4	2	4	6500	4	416	1	4000	8.003057e+00	2	0	0	1.027819e+00
25000	13000	trial type	3	2	1	3	6500	3	301	1	2000	2.500003e+01	1	1	0	3.172509e-01
40000	13000	trial type	3	1	1	3	6500	3	327	1	4000	4.000001e+01	1	1	0	1.254776e+00
57000	13000	trial type	1	2	2	2	6500	2	215	1	2000	5.700001e+01	1	1	0	8.798297e-01
72000	13000	trial type	4	1	1	4	6500	4	404	1	2000	7.200001e+01	2	0	0	8.294986e-01
87000	13000	trial type	1	3	2	3	6500	3	338	1	4000	8.700001e+01	1	1	0	3.946048e-01
104000	13000	trial type	4	1	2	1	6500	1	107	1	2000	1.040000e+02	1	1	0	6.714662e-01
119000	13000	trial type	3	2	2	2	6500	2	218	1	4000	1.190000e+02	1	1	0	6.864210e-01
136000	13000	trial type	4	2	1	4	6500	4	446	1	2000	1.360000e+02	1	1	0	2.033868e-01
151000	13000	trial type	2	3	1	2	6500	2	239	1	4000	1.510000e+02	1	1	0	7.028183e-01
168000	13000	trial type	1	3	1	1	6500	1	137	1	4000	1.680000e+02	2	0	0	8.514166e-01
185000	13000	trial type	3	1	2	1	6500	1	124	1	4000	1.850000e+02	1	1	0	4.425338e-01
202000	13000	trial type	1	2	1	1	6500	1	127	1	4000	2.020000e+02	1	1	0	6.387125e-01
219000	13000	trial type	2	4	1	2	6500	2	213	1	2000	2.190002e+02	1	1	0	5.520724e-01
234000	13000	trial type	4	2	2	2	6500	2	243	1	2000	2.340000e+02	2	0	0	9.896605e-01
249000	13000	trial type	4	3	2	3	6500	3	309	1	4000	2.490000e+02	1	1	0	1.977906e-01
266000	13000	trial type	2	1	1	2	6500	2	217	1	4000	2.660000e+02	1	1	0	9.805678e-01
283000	13000	trial type	4	3	1	4	6500	4	427	1	2000	2.830000e+02	1	1	0	6.355522e-01
298000	13000	trial type	1	4	1	1	6500	1	110	1	2000	2.980000e+02	1	1	0	4.652370e-01
313000	13000	trial type	2	1	2	1	6500	1	133	1	2000	3.130000e+02	1	1	0	7.842799e-01
328000	13000	trial type	2	4	2	4	6500	4	426	1	2000	3.280000e+02	1	1	0	4.406451e-01
343000	13000	trial type	2	3	2	3	6500	3	340	1	4000	3.430000e+02	1	1	0	6.820955e-01
360000	13000	trial type	3	4	1	3	6500	3	324	1	2000	3.600000e+02	2	0	0	6.490116e-01
375000	13000	trial type	3	4	2	4	6500	4	404	1	4000	3.750000e+02	2	0	0	7.427050e-01
