Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	2	3	6500	3	326	1	4000	8.000037e+00	1	1	0	5.037365e-01
25000	13000	trial type	2	1	1	2	6500	2	240	1	4000	2.500002e+01	1	1	0	7.801443e-01
42000	13000	trial type	1	4	1	1	6500	1	148	1	4000	4.200001e+01	1	1	0	6.335598e-01
59000	13000	trial type	3	4	2	4	6500	4	443	1	4000	5.900001e+01	1	1	0	3.349802e-01
76000	13000	trial type	1	3	1	1	6500	1	147	1	2000	7.600001e+01	1	1	0	1.011388e+00
91000	13000	trial type	4	3	2	3	6500	317	3	2	2000	9.100001e+01	2	1	0	5.004200e-01
106000	13000	trial type	1	2	2	2	6500	221	2	2	2000	1.060000e+02	2	1	0	8.534352e-01
121000	13000	trial type	1	2	1	1	6500	1	114	1	4000	1.210000e+02	2	0	0	6.250748e-01
138000	13000	trial type	4	2	2	2	6500	224	2	2	2000	1.380000e+02	2	1	0	8.145190e-01
153000	13000	trial type	3	1	1	3	6500	318	3	2	4000	1.530000e+02	2	1	0	4.138405e-01
170000	13000	trial type	4	1	1	4	6500	4	406	1	2000	1.700000e+02	1	1	0	2.500810e-01
185000	13000	trial type	3	2	2	2	6500	237	2	2	2000	1.850000e+02	1	0	0	5.636814e-01
200000	13000	trial type	3	2	1	3	6500	3	347	1	2000	2.000000e+02	1	1	0	3.384566e-01
215000	13000	trial type	2	3	1	2	6500	2	236	1	2000	2.150000e+02	1	1	0	6.091192e-01
230000	13000	trial type	1	3	2	3	6500	316	3	2	4000	2.300000e+02	2	1	0	4.460686e-01
247000	13000	trial type	3	1	2	1	6500	1	102	1	4000	2.470000e+02	2	0	0	7.618950e-01
264000	13000	trial type	3	2	1	3	6500	317	3	2	4000	2.640001e+02	2	1	0	5.124021e-01
281000	13000	trial type	2	1	2	1	6500	1	136	1	4000	2.810000e+02	1	1	0	8.283882e-01
298000	13000	trial type	4	3	1	4	6500	403	4	2	2000	2.980000e+02	2	1	0	7.395769e-01
313000	13000	trial type	3	4	1	3	6500	3	306	1	2000	3.130000e+02	1	1	0	5.468080e-01
328000	13000	trial type	4	1	2	1	6500	116	1	2	2000	3.280000e+02	2	1	0	4.720209e-01
343000	13000	trial type	3	4	1	3	6500	341	3	2	4000	3.430000e+02	2	1	0	5.816425e-01
360000	13000	trial type	4	2	1	4	6500	4	423	1	2000	3.600000e+02	1	1	0	3.280962e-02
375000	13000	trial type	4	2	2	2	6500	2	209	1	2000	3.750000e+02	2	0	0	5.785048e-01
