Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	1	2	6500	233	2	2	4000	8.003171e+000	2	1	0	3.225879e-001
25000	13000	trial type	2	4	1	2	6500	206	2	2	2000	2.500002e+001	2	1	0	5.349240e-001
40000	13000	trial type	1	4	2	4	6500	4	424	1	4000	4.000001e+001	1	1	0	4.722825e-001
57000	13000	trial type	3	1	2	1	6500	1	143	1	4000	5.700001e+001	1	1	0	7.296287e-001
74000	13000	trial type	3	2	1	3	6500	341	3	2	2000	7.400001e+001	2	1	0	2.850787e-001
89000	13000	trial type	3	4	2	4	6500	428	4	2	2000	8.900001e+001	2	1	0	5.989532e-001
104000	13000	trial type	4	2	2	2	6500	236	2	2	4000	1.040000e+002	2	1	0	7.027393e-002
121000	13000	trial type	4	3	1	4	6500	448	4	2	2000	1.210000e+002	2	1	0	8.015987e-001
136000	13000	trial type	4	1	1	4	6500	4	424	1	4000	1.360000e+002	1	1	0	5.940684e-001
153000	13000	trial type	2	3	2	3	6500	3	310	1	4000	1.530000e+002	1	1	0	3.692370e-001
170000	13000	trial type	1	2	2	2	6500	214	2	2	2000	1.700000e+002	2	1	0	3.657711e-001
185000	13000	trial type	2	4	1	2	6500	2	226	1	2000	1.850000e+002	1	1	0	4.153673e-001
200000	13000	trial type	1	3	1	1	6500	1	134	1	4000	2.000000e+002	1	1	0	3.491293e-001
217000	13000	trial type	4	2	1	4	6500	4	449	1	4000	2.170000e+002	1	1	0	8.368052e-001
234000	13000	trial type	1	3	2	3	6500	3	312	1	2000	2.340000e+002	1	1	0	6.699547e-001
249000	13000	trial type	3	1	1	3	6500	338	3	2	4000	2.490000e+002	2	1	0	3.171433e-001
266000	13000	trial type	1	2	1	1	6500	1	105	1	2000	2.660000e+002	2	0	0	6.593963e-001
281000	13000	trial type	3	1	2	1	6500	128	1	2	2000	2.810000e+002	2	1	0	5.178049e-001
296000	13000	trial type	3	4	2	4	6500	4	419	1	2000	2.960000e+002	2	0	0	6.210599e-001
311000	13000	trial type	2	1	2	1	6500	101	1	2	4000	3.110000e+002	2	1	0	4.011870e-001
328000	13000	trial type	4	1	2	1	6500	140	1	2	2000	3.280000e+002	1	0	0	5.227775e-001
343000	13000	trial type	1	4	2	4	6500	435	4	2	2000	3.430000e+002	2	1	0	3.817169e-001
358000	13000	trial type	2	3	2	3	6500	325	3	2	2000	3.580000e+002	2	1	0	4.095942e-001
373000	13000	trial type	4	3	2	3	6500	3	337	1	2000	3.730000e+002	1	1	0	3.865259e-001
