Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	3	2	3	6500	3	318	1	2000	8.003083e+00	1	1	0	4.378388e-01
23000	13000	trial type	2	3	1	2	6500	2	215	1	2000	2.300004e+01	1	1	0	7.396309e-01
38000	13000	trial type	3	2	2	2	6500	2	224	1	4000	3.800001e+01	1	1	0	3.434666e-01
55000	13000	trial type	1	2	2	2	6500	2	214	1	2000	5.500001e+01	1	1	0	4.794486e-01
70000	13000	trial type	2	3	2	3	6500	3	328	1	4000	7.000001e+01	2	0	0	1.202362e+00
87000	13000	trial type	3	1	1	3	6500	3	341	1	2000	8.700010e+01	1	1	0	2.690163e-01
102000	13000	trial type	4	2	2	2	6500	2	247	1	2000	1.020000e+02	2	0	0	1.280727e+00
117000	13000	trial type	1	2	1	1	6500	1	147	1	4000	1.170000e+02	1	1	0	3.047200e-01
134000	13000	trial type	4	3	1	4	6500	4	402	1	4000	1.340000e+02	1	1	0	3.835229e-01
151000	13000	trial type	2	1	1	2	6500	2	212	1	2000	1.510000e+02	1	1	0	8.631424e-01
166000	13000	trial type	2	4	2	4	6500	4	409	1	2000	1.660000e+02	1	1	0	3.168246e-01
181000	13000	trial type	3	2	1	3	6500	3	346	1	2000	1.810000e+02	1	1	0	3.155348e-01
196000	13000	trial type	1	4	2	4	6500	4	449	1	4000	1.960000e+02	1	1	0	5.201208e-01
213000	13000	trial type	4	3	2	3	6500	3	315	1	4000	2.130000e+02	2	0	0	6.191296e-01
230000	13000	trial type	3	4	2	4	6500	4	409	1	2000	2.300000e+02	2	0	0	1.000924e+00
245000	13000	trial type	4	1	2	1	6500	1	108	1	4000	2.450000e+02	1	1	0	4.764230e-01
262000	13000	trial type	3	1	2	1	6500	1	138	1	4000	2.620000e+02	1	1	0	8.364801e-01
279000	13000	trial type	4	1	1	4	6500	4	416	1	2000	2.790000e+02	1	1	0	8.680154e-01
294000	13000	trial type	2	1	2	1	6500	1	110	1	2000	2.940000e+02	1	1	0	5.931630e-01
309000	13000	trial type	4	2	1	4	6500	4	442	1	2000	3.090000e+02	1	1	0	1.020498e+00
324000	13000	trial type	2	4	1	2	6500	2	224	1	4000	3.240000e+02	2	0	0	8.187948e-01
341000	13000	trial type	1	4	1	1	6500	1	108	1	4000	3.410000e+02	2	0	0	6.910851e-01
358000	13000	trial type	1	3	1	1	6500	1	119	1	4000	3.580000e+02	2	0	0	8.476715e-01
375000	13000	trial type	3	4	1	3	6500	3	340	1	4000	3.750000e+02	1	1	0	9.969437e-01
