Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	1	1	4	6500	427	4	2	2000	8.003114e+000	1	0	0	4.065589e-001
23000	13000	trial type	4	3	1	4	6500	450	4	2	2000	2.300002e+001	2	1	0	2.579405e-001
38000	13000	trial type	3	2	1	3	6500	308	3	2	2000	3.800001e+001	2	1	0	4.649403e-001
53000	13000	trial type	2	1	1	2	6500	213	2	2	4000	5.300001e+001	1	0	0	5.990959e-001
70000	13000	trial type	4	1	1	4	6500	4	403	1	2000	7.000001e+001	1	1	0	3.525162e-001
85000	13000	trial type	4	2	1	4	6500	4	424	1	4000	8.500001e+001	1	1	0	2.930621e-001
102000	13000	trial type	2	3	1	2	6500	233	2	2	2000	1.020000e+002	1	0	0	5.744060e-001
117000	13000	trial type	1	3	1	1	6500	1	146	1	4000	1.170000e+002	1	1	0	5.946776e-001
134000	13000	trial type	2	1	1	2	6500	2	213	1	2000	1.340000e+002	1	1	0	6.221290e-001
149000	13000	trial type	2	4	1	2	6500	2	209	1	4000	1.490000e+002	1	1	0	7.322335e-001
166000	13000	trial type	2	4	1	2	6500	239	2	2	4000	1.660000e+002	2	1	0	7.215864e-001
183000	13000	trial type	3	1	1	3	6500	3	340	1	4000	1.830000e+002	1	1	0	3.910204e-001
200000	13000	trial type	3	4	1	3	6500	328	3	2	4000	2.000000e+002	2	1	0	4.652239e-001
217000	13000	trial type	4	2	1	4	6500	445	4	2	2000	2.170000e+002	1	0	0	6.417231e-001
232000	13000	trial type	3	4	1	3	6500	3	340	1	2000	2.320000e+002	1	1	0	6.019110e-001
247000	13000	trial type	2	3	1	2	6500	2	206	1	2000	2.470000e+002	1	1	0	4.102171e-001
262000	13000	trial type	1	3	1	1	6500	127	1	2	4000	2.620000e+002	2	1	0	4.065473e-001
279000	13000	trial type	1	2	1	1	6500	1	116	1	4000	2.790000e+002	1	1	0	4.299085e-001
296000	13000	trial type	1	4	1	1	6500	141	1	2	4000	2.960000e+002	2	1	0	2.921673e-001
313000	13000	trial type	1	2	1	1	6500	113	1	2	2000	3.130000e+002	1	0	0	3.905159e-001
328000	13000	trial type	4	3	1	4	6500	4	430	1	4000	3.280000e+002	1	1	0	3.350613e-001
345000	13000	trial type	1	4	1	1	6500	1	103	1	2000	3.450000e+002	2	0	0	4.172308e-001
360000	13000	trial type	3	2	1	3	6500	3	320	1	4000	3.600000e+002	2	0	0	3.842102e-001
377000	13000	trial type	3	1	1	3	6500	306	3	2	2000	3.770000e+002	1	0	0	5.617704e-001
