Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	1	1	4	6500	410	4	2	2000	8.002978e+000	1	0	0	5.057754e-001
23000	13000	trial type	4	2	1	4	6500	450	4	2	4000	2.300002e+001	1	0	0	8.679690e-001
40000	13000	trial type	1	3	1	1	6500	147	1	2	2000	4.000001e+001	2	1	0	8.004396e-001
55000	13000	trial type	4	3	1	4	6500	4	404	1	4000	5.500001e+001	1	1	0	3.914608e-001
72000	13000	trial type	4	3	1	4	6500	444	4	2	2000	7.200001e+001	1	0	0	7.809938e-001
87000	13000	trial type	3	2	1	3	6500	3	319	1	4000	8.700001e+001	1	1	0	2.839761e-001
104000	13000	trial type	1	2	1	1	6500	133	1	2	4000	1.040000e+002	2	1	0	4.564884e-001
121000	13000	trial type	1	3	1	1	6500	1	127	1	4000	1.210000e+002	1	1	0	4.056573e-001
138000	13000	trial type	4	2	1	4	6500	4	450	1	2000	1.380000e+002	1	1	0	7.592945e-001
153000	13000	trial type	2	4	1	2	6500	207	2	2	2000	1.530000e+002	1	0	0	8.032253e-001
168000	13000	trial type	3	4	1	3	6500	3	332	1	4000	1.680000e+002	1	1	0	3.217382e-001
185000	13000	trial type	4	1	1	4	6500	4	427	1	2000	1.850000e+002	2	0	0	4.909656e-001
200000	13000	trial type	1	4	1	1	6500	148	1	2	4000	2.000000e+002	2	1	0	5.272360e-001
217000	13000	trial type	3	1	1	3	6500	3	345	1	4000	2.170000e+002	1	1	0	4.757919e-001
234000	13000	trial type	1	4	1	1	6500	1	142	1	2000	2.340000e+002	2	0	0	9.219517e-001
249000	13000	trial type	2	3	1	2	6500	2	244	1	2000	2.490000e+002	1	1	0	8.012263e-001
264000	13000	trial type	2	1	1	2	6500	2	218	1	2000	2.640000e+002	1	1	0	4.253844e-001
279000	13000	trial type	3	4	1	3	6500	330	3	2	4000	2.790000e+002	2	1	0	3.237243e-001
296000	13000	trial type	2	1	1	2	6500	248	2	2	4000	2.960000e+002	2	1	0	3.691313e-001
313000	13000	trial type	2	3	1	2	6500	232	2	2	2000	3.130000e+002	2	1	0	4.476696e-001
328000	13000	trial type	3	1	1	3	6500	310	3	2	4000	3.280000e+002	1	0	0	6.709534e-001
345000	13000	trial type	2	4	1	2	6500	2	234	1	4000	3.450000e+002	1	1	0	6.500017e-001
362000	13000	trial type	3	2	1	3	6500	321	3	2	2000	3.620000e+002	2	1	0	1.132155e+000
377000	13000	trial type	1	2	1	1	6500	1	102	1	2000	3.770000e+002	1	1	0	8.653674e-001
