Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	1	1	2	6500	2	201	1	2000	8.003026e+00	1	1	0	4.043822e-01
23000	13000	trial type	2	4	1	2	6500	203	2	2	4000	2.300002e+01	2	1	0	5.983549e-01
40000	13000	trial type	3	2	1	3	6500	331	3	2	2000	4.000001e+01	2	1	0	5.628330e-01
55000	13000	trial type	3	1	1	3	6500	3	336	1	2000	5.500002e+01	1	1	0	6.225654e-01
70000	13000	trial type	4	2	2	2	6500	225	2	2	4000	7.000001e+01	2	1	0	3.776304e-01
87000	13000	trial type	4	3	2	3	6500	3	305	1	2000	8.700001e+01	1	1	0	6.430711e-01
102000	13000	trial type	4	3	2	3	6500	318	3	2	4000	1.020000e+02	2	1	0	8.572161e-01
119000	13000	trial type	4	1	2	1	6500	137	1	2	4000	1.190000e+02	2	1	0	7.724578e-01
136000	13000	trial type	1	4	2	4	6500	402	4	2	2000	1.360000e+02	2	1	0	3.975290e-01
151000	13000	trial type	2	4	2	4	6500	448	4	2	4000	1.510000e+02	2	1	0	4.820837e-01
168000	13000	trial type	1	3	1	1	6500	1	139	1	4000	1.680000e+02	1	1	0	6.251052e-01
185000	13000	trial type	1	3	2	3	6500	3	316	1	2000	1.850000e+02	1	1	0	5.206989e-01
200000	13000	trial type	1	2	1	1	6500	1	129	1	2000	2.000000e+02	1	1	0	8.258501e-01
215000	13000	trial type	3	4	1	3	6500	343	3	2	4000	2.150000e+02	2	1	0	8.152596e-01
232000	13000	trial type	2	3	2	3	6500	3	322	1	2000	2.320000e+02	1	1	0	6.909226e-01
247000	13000	trial type	3	4	2	4	6500	4	443	1	4000	2.470000e+02	1	1	0	3.868885e-01
264000	13000	trial type	4	2	2	2	6500	2	210	1	2000	2.640000e+02	2	0	0	6.621245e-01
279000	13000	trial type	1	2	2	2	6500	215	2	2	4000	2.790000e+02	2	1	0	5.693575e-01
296000	13000	trial type	3	1	2	1	6500	1	115	1	2000	2.960000e+02	1	1	0	4.549554e-01
311000	13000	trial type	4	3	1	4	6500	4	404	1	4000	3.110000e+02	2	0	0	8.103132e-01
328000	13000	trial type	4	2	1	4	6500	4	414	1	2000	3.280000e+02	1	1	0	3.307011e-01
343000	13000	trial type	3	1	1	3	6500	324	3	2	4000	3.430000e+02	2	1	0	4.069228e-01
360000	13000	trial type	3	2	1	3	6500	3	332	1	4000	3.600000e+02	1	1	0	4.020572e-01
377000	13000	trial type	2	1	2	1	6500	1	139	1	4000	3.770000e+02	2	0	0	4.505540e-01
