Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	2	2	2	6500	2	214	1	4000	8.003097e+000	1	1	0	5.144476e-001
25000	13000	trial type	1	3	2	3	6500	343	3	2	2000	2.500002e+001	2	1	0	1.866578e-001
40000	13000	trial type	4	1	1	4	6500	415	4	2	4000	4.000001e+001	1	0	0	4.050807e-001
57000	13000	trial type	1	2	1	1	6500	140	1	2	2000	5.700001e+001	2	1	0	3.102707e-001
72000	13000	trial type	4	1	2	1	6500	123	1	2	2000	7.200001e+001	2	1	0	2.609080e-001
87000	13000	trial type	4	3	2	3	6500	341	3	2	4000	8.700001e+001	2	1	0	1.288027e-001
104000	13000	trial type	3	2	1	3	6500	3	336	1	4000	1.040000e+002	1	1	0	5.124034e-001
121000	13000	trial type	1	2	2	2	6500	219	2	2	4000	1.210000e+002	2	1	0	3.448282e-001
138000	13000	trial type	4	3	1	4	6500	403	4	2	4000	1.380000e+002	1	0	0	7.823278e-001
155000	13000	trial type	3	2	1	3	6500	335	3	2	2000	1.550000e+002	1	0	0	4.306214e-001
170000	13000	trial type	3	1	1	3	6500	320	3	2	2000	1.700000e+002	1	0	0	6.168023e-001
185000	13000	trial type	1	4	2	4	6500	4	429	1	4000	1.850000e+002	1	1	0	3.970194e-001
202000	13000	trial type	1	4	1	1	6500	131	1	2	2000	2.020000e+002	2	1	0	3.844868e-001
217000	13000	trial type	2	1	1	2	6500	2	230	1	2000	2.170000e+002	1	1	0	5.089277e-001
232000	13000	trial type	1	3	2	3	6500	3	334	1	4000	2.320000e+002	1	1	0	5.661955e-001
249000	13000	trial type	2	4	2	4	6500	445	4	2	2000	2.490000e+002	2	1	0	2.867916e-001
264000	13000	trial type	2	1	1	2	6500	243	2	2	4000	2.640000e+002	1	0	0	5.278550e-001
281000	13000	trial type	2	4	1	2	6500	2	243	1	2000	2.810000e+002	2	0	0	5.634872e-001
296000	13000	trial type	2	1	2	1	6500	126	1	2	2000	2.960000e+002	1	0	0	7.124590e-001
311000	13000	trial type	1	4	2	4	6500	449	4	2	2000	3.110000e+002	2	1	0	5.238930e-001
326000	13000	trial type	2	3	2	3	6500	343	3	2	4000	3.260000e+002	2	1	0	3.140807e-001
343000	13000	trial type	2	4	1	2	6500	221	2	2	4000	3.430000e+002	2	1	0	5.655613e-001
360000	13000	trial type	3	2	2	2	6500	228	2	2	2000	3.600000e+002	2	1	0	3.389472e-001
375000	13000	trial type	3	1	1	3	6500	3	350	1	4000	3.750000e+002	1	1	0	4.690269e-001
