Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	3	4	1	3	6500	3	311	1	2000	8.000041e+00	1	1	0	3.994978e-01
23000	13000	trial type	3	2	1	3	6500	3	341	2	2000	2.300002e+01	1	0	0	3.836095e-01
38000	13000	trial type	2	4	2	4	6500	4	418	2	2000	3.800001e+01	2	1	0	5.245274e-01
53000	13000	trial type	3	1	1	3	6500	3	332	1	2000	5.300001e+01	1	1	0	4.953435e-01
68000	13000	trial type	1	4	2	4	6500	4	401	1	2000	6.800001e+01	1	1	0	6.276442e-01
83000	13000	trial type	4	3	1	4	6500	4	415	2	4000	8.300001e+01	1	0	0	6.268840e-01
100000	13000	trial type	3	4	2	4	6500	4	435	1	4000	1.000000e+02	1	1	0	5.380905e-01
117000	13000	trial type	4	1	2	1	6500	1	110	2	4000	1.170001e+02	1	0	0	7.259880e-01
134000	13000	trial type	3	2	2	2	6500	2	204	2	2000	1.340000e+02	1	0	0	6.557223e-01
149000	13000	trial type	2	4	1	2	6500	2	242	2	4000	1.490000e+02	2	1	0	7.110299e-01
166000	13000	trial type	2	3	1	2	6500	2	234	1	4000	1.660000e+02	2	0	0	4.573328e-01
183000	13000	trial type	1	2	2	2	6500	2	215	1	4000	1.830000e+02	1	1	0	5.707947e-01
200000	13000	trial type	1	3	2	3	6500	3	313	2	2000	2.000000e+02	1	0	0	3.070359e-01
215000	13000	trial type	4	2	1	4	6500	4	413	1	4000	2.150000e+02	1	1	0	5.303887e-01
232000	13000	trial type	4	3	2	3	6500	3	326	2	2000	2.320000e+02	1	0	0	4.716188e-01
247000	13000	trial type	1	4	1	1	6500	1	142	1	4000	2.470000e+02	1	1	0	5.740024e-01
264000	13000	trial type	2	1	2	1	6500	1	102	2	4000	2.640000e+02	2	1	0	6.961292e-01
281000	13000	trial type	4	2	2	2	6500	2	241	1	4000	2.810000e+02	1	1	0	6.727586e-01
298000	13000	trial type	3	1	2	1	6500	1	104	1	2000	2.980000e+02	99	0	1	-1
313000	13000	trial type	4	1	1	4	6500	4	418	2	4000	3.130000e+02	2	1	0	8.656476e-01
330000	13000	trial type	1	2	1	1	6500	1	127	1	2000	3.300001e+02	1	1	0	9.275919e-01
345000	13000	trial type	1	3	1	1	6500	1	131	2	2000	3.450000e+02	1	0	0	3.878669e-01
360000	13000	trial type	2	1	1	2	6500	2	214	2	2000	3.600000e+02	1	0	0	3.572543e-01
375000	13000	trial type	2	3	2	3	6500	3	318	1	4000	3.750000e+02	1	1	0	3.436390e-01
