Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	2	1	1	6500	1	146	1	4000	8.002878e+00	1	1	0	4.832750e-01
25000	13000	trial type	1	4	2	4	6500	4	437	1	2000	2.500003e+01	1	1	0	4.629843e-01
40000	13000	trial type	2	1	2	1	6500	1	137	2	4000	4.000001e+01	1	0	0	5.262171e-01
57000	13000	trial type	3	4	2	4	6500	4	442	1	2000	5.700001e+01	1	1	0	5.261199e-01
72000	13000	trial type	4	2	1	4	6500	4	439	1	4000	7.200001e+01	1	1	0	8.720170e-01
89000	13000	trial type	1	4	1	1	6500	1	130	1	2000	8.900001e+01	2	0	0	9.001425e-01
104000	13000	trial type	2	3	2	3	6500	3	323	1	4000	1.040000e+02	2	0	0	6.445378e-01
121000	13000	trial type	1	3	2	3	6500	3	350	2	4000	1.210000e+02	1	0	0	5.325388e-01
138000	13000	trial type	1	2	2	2	6500	2	227	1	4000	1.380000e+02	1	1	0	3.761281e-01
155000	13000	trial type	1	3	1	1	6500	1	109	2	4000	1.550000e+02	2	1	0	2.764624e-01
172000	13000	trial type	2	1	1	2	6500	2	229	2	2000	1.720000e+02	1	0	0	5.924399e-01
187000	13000	trial type	2	4	2	4	6500	4	407	2	4000	1.870000e+02	1	0	0	3.671503e-01
204000	13000	trial type	3	2	1	3	6500	3	337	2	2000	2.040000e+02	1	0	0	5.269930e-01
219000	13000	trial type	3	1	2	1	6500	1	143	1	2000	2.190000e+02	1	1	0	5.988519e-01
234000	13000	trial type	2	3	1	2	6500	2	216	1	2000	2.340000e+02	2	0	0	4.779699e-01
249000	13000	trial type	3	4	1	3	6500	3	302	1	4000	2.490000e+02	1	1	0	4.111768e-01
266000	13000	trial type	4	1	1	4	6500	4	429	2	4000	2.660000e+02	99	0	1	-1
283000	13000	trial type	4	2	2	2	6500	2	206	1	4000	2.830000e+02	1	1	0	4.541720e-01
300000	13000	trial type	2	4	1	2	6500	2	247	2	2000	3.000000e+02	1	0	0	1.228522e+00
315000	13000	trial type	3	1	1	3	6500	3	316	1	4000	3.150000e+02	1	1	0	9.266867e-01
332000	13000	trial type	4	3	2	3	6500	3	304	2	2000	3.320000e+02	2	1	0	9.440741e-01
347000	13000	trial type	4	1	2	1	6500	1	118	2	2000	3.470000e+02	1	0	0	4.549307e-01
362000	13000	trial type	4	3	1	4	6500	4	447	2	2000	3.620000e+02	2	1	0	8.184375e-01
377000	13000	trial type	3	2	2	2	6500	2	218	2	2000	3.770000e+02	2	1	0	4.448025e-01
