Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	4	1	1	6500	1	102	1	4000	8.000027e+00	2	0	0	6.283409e-01
25000	13000	trial type	4	3	1	4	6500	4	418	1	2000	2.500001e+01	1	1	0	3.222272e-01
40000	13000	trial type	3	1	1	3	6500	306	3	2	2000	4.000002e+01	1	0	0	3.653127e-01
55000	13000	trial type	4	1	1	4	6500	4	450	1	2000	5.500001e+01	2	0	0	6.372554e-01
70000	13000	trial type	3	4	1	3	6500	349	3	2	2000	7.000001e+01	2	1	0	6.205589e-01
85000	13000	trial type	2	4	1	2	6500	243	2	2	2000	8.500001e+01	2	1	0	3.159783e-01
100000	13000	trial type	2	3	1	2	6500	2	222	1	4000	1.000000e+02	1	1	0	2.887437e-01
117000	13000	trial type	2	1	1	2	6500	222	2	2	4000	1.170000e+02	1	0	0	9.894333e-01
134000	13000	trial type	2	3	1	2	6500	201	2	2	4000	1.340000e+02	2	1	0	5.939881e-01
151000	13000	trial type	4	1	1	4	6500	444	4	2	4000	1.510000e+02	2	1	0	2.354035e-01
168000	13000	trial type	4	2	1	4	6500	405	4	2	4000	1.680000e+02	2	1	0	4.228238e-01
185000	13000	trial type	3	2	1	3	6500	322	3	2	4000	1.850000e+02	2	1	0	5.140367e-01
202000	13000	trial type	3	4	1	3	6500	3	318	1	2000	2.020000e+02	1	1	0	1.574356e-01
217000	13000	trial type	1	2	1	1	6500	146	1	2	4000	2.170000e+02	2	1	0	4.017113e-01
234000	13000	trial type	4	2	1	4	6500	4	411	1	4000	2.340000e+02	2	0	0	3.912816e-01
251000	13000	trial type	3	2	1	3	6500	3	308	1	2000	2.510000e+02	1	1	0	4.502281e-01
266000	13000	trial type	3	1	1	3	6500	3	333	1	2000	2.660000e+02	1	1	0	5.908803e-01
281000	13000	trial type	2	1	1	2	6500	2	219	1	2000	2.810000e+02	1	1	0	5.143867e-01
296000	13000	trial type	4	3	1	4	6500	424	4	2	4000	2.960000e+02	2	1	0	4.555772e-01
313000	13000	trial type	1	3	1	1	6500	1	143	1	4000	3.130000e+02	1	1	0	2.628156e-01
330000	13000	trial type	1	4	1	1	6500	106	1	2	2000	3.300000e+02	1	0	0	3.369308e-01
345000	13000	trial type	1	2	1	1	6500	1	143	1	4000	3.450000e+02	1	1	0	4.625882e-01
362000	13000	trial type	1	3	1	1	6500	126	1	2	2000	3.620000e+02	2	1	0	5.999167e-01
377000	13000	trial type	2	4	1	2	6500	2	214	1	2000	3.770000e+02	1	1	0	4.829662e-01
