Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	2	3	6500	3	313	1	4000	8.003001e+00	1	1	0	3.050352e-01
25000	13000	trial type	1	4	2	4	6500	437	4	2	4000	2.500003e+01	2	1	0	3.608628e-01
42000	13000	trial type	3	4	2	4	6500	403	4	2	4000	4.200001e+01	2	1	0	5.617639e-01
59000	13000	trial type	3	1	2	1	6500	123	1	2	4000	5.900001e+01	2	1	0	7.536083e-01
76000	13000	trial type	1	3	2	3	6500	330	3	2	4000	7.600001e+01	2	1	0	3.789444e-01
93000	13000	trial type	1	2	2	2	6500	225	2	2	2000	9.300001e+01	2	1	0	4.001959e-01
108000	13000	trial type	4	3	2	3	6500	303	3	2	4000	1.080000e+02	2	1	0	9.327515e-01
125000	13000	trial type	2	4	2	4	6500	4	438	1	2000	1.250000e+02	2	0	0	8.890325e-01
140000	13000	trial type	4	1	1	4	6500	450	4	2	2000	1.400000e+02	1	0	0	7.978840e-01
155000	13000	trial type	4	3	1	4	6500	4	448	1	2000	1.550000e+02	1	1	0	9.071586e-01
170000	13000	trial type	4	1	2	1	6500	126	1	2	2000	1.700000e+02	2	1	0	3.871406e-01
185000	13000	trial type	3	4	1	3	6500	334	3	2	2000	1.850000e+02	2	1	0	7.347639e-01
200000	13000	trial type	1	3	1	1	6500	1	122	1	2000	2.000000e+02	2	0	0	9.473064e-01
215000	13000	trial type	4	2	1	4	6500	4	402	1	2000	2.150000e+02	2	0	0	1.240100e+00
230000	13000	trial type	2	4	2	4	6500	416	4	2	4000	2.300000e+02	2	1	0	5.257759e-01
247000	13000	trial type	1	3	1	1	6500	148	1	2	4000	2.470000e+02	2	1	0	4.894903e-01
264000	13000	trial type	1	4	1	1	6500	1	130	1	2000	2.640000e+02	2	0	0	4.540532e-01
279000	13000	trial type	1	4	2	4	6500	4	419	1	4000	2.790000e+02	2	0	0	1.123923e+00
296000	13000	trial type	3	1	1	3	6500	331	3	2	4000	2.960000e+02	99	0	1	-1
313000	13000	trial type	1	4	1	1	6500	125	1	2	4000	3.130000e+02	2	1	0	5.577702e-01
330000	13000	trial type	2	1	2	1	6500	1	129	1	2000	3.300000e+02	1	1	0	7.867347e-01
345000	13000	trial type	3	2	2	2	6500	2	206	1	2000	3.450000e+02	2	0	0	7.089214e-01
360000	13000	trial type	3	1	2	1	6500	1	126	1	2000	3.600000e+02	1	1	0	9.581499e-01
375000	13000	trial type	3	4	2	4	6500	4	440	1	4000	3.750000e+02	2	0	0	8.490866e-01
