Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	4	2	4	6500	4	420	2	2000	8.002887e+00	99	0	1	-1
23000	13000	trial type	3	1	2	1	6500	1	136	1	2000	2.300002e+01	2	0	0	8.401679e-01
38000	13000	trial type	1	4	1	1	6500	1	122	1	4000	3.800001e+01	99	0	1	-1
55000	13000	trial type	3	2	2	2	6500	2	249	2	4000	5.500001e+01	1	0	0	1.104371e+00
72000	13000	trial type	4	3	2	3	6500	3	331	2	4000	7.200001e+01	1	0	0	6.683492e-01
89000	13000	trial type	4	2	1	4	6500	4	428	1	4000	8.900001e+01	1	1	0	4.620280e-01
106000	13000	trial type	1	2	1	1	6500	1	106	1	4000	1.060000e+02	1	1	0	4.296116e-01
123000	13000	trial type	3	4	1	3	6500	3	340	1	2000	1.230000e+02	2	0	0	5.784195e-01
138000	13000	trial type	2	3	2	3	6500	3	319	1	4000	1.380000e+02	1	1	0	4.386014e-01
155000	13000	trial type	1	4	2	4	6500	4	402	1	2000	1.550000e+02	1	1	0	8.954748e-01
170000	13000	trial type	2	1	2	1	6500	1	146	2	2000	1.700000e+02	2	1	0	5.066793e-01
185000	13000	trial type	4	1	2	1	6500	1	107	2	4000	1.850000e+02	1	0	0	9.498730e-01
202000	13000	trial type	1	3	1	1	6500	1	125	2	4000	2.020000e+02	1	0	0	6.149714e-01
219000	13000	trial type	3	1	1	3	6500	3	333	1	2000	2.190000e+02	1	1	0	3.873138e-01
234000	13000	trial type	3	4	2	4	6500	4	440	1	2000	2.340000e+02	1	1	0	3.695604e-01
249000	13000	trial type	4	1	1	4	6500	4	408	2	4000	2.490000e+02	2	1	0	4.839888e-01
266000	13000	trial type	1	3	2	3	6500	3	324	2	2000	2.660000e+02	1	0	0	3.002385e-01
281000	13000	trial type	2	4	1	2	6500	2	203	2	4000	2.810000e+02	1	0	0	2.916025e-01
298000	13000	trial type	4	2	2	2	6500	2	215	1	2000	2.980000e+02	1	1	0	2.680249e-01
313000	13000	trial type	4	3	1	4	6500	4	447	2	4000	3.130000e+02	2	1	0	6.685454e-01
330000	13000	trial type	1	2	2	2	6500	2	228	1	4000	3.300000e+02	2	0	0	5.314429e-01
347000	13000	trial type	2	1	1	2	6500	2	223	2	2000	3.470000e+02	2	1	0	4.630258e-01
362000	13000	trial type	3	2	1	3	6500	3	334	2	2000	3.620000e+02	1	0	0	2.412285e-01
377000	13000	trial type	2	3	1	2	6500	2	248	1	2000	3.770000e+02	1	1	0	8.262699e-01
