Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	4	2	4	6500	4	444	1	2000	8.000041e+00	1	1	0	4.170713e-01
23000	13000	trial type	3	2	2	2	6500	2	244	2	4000	2.300002e+01	2	1	0	3.606805e-01
40000	13000	trial type	2	1	1	2	6500	2	231	2	2000	4.000001e+01	1	0	0	2.457426e-01
55000	13000	trial type	3	1	1	3	6500	3	324	1	4000	5.500001e+01	2	0	0	5.761688e-01
72000	13000	trial type	2	1	2	1	6500	1	113	2	2000	7.200001e+01	1	0	0	4.553184e-01
87000	13000	trial type	2	3	2	3	6500	3	308	1	2000	8.700002e+01	1	1	0	7.005054e-01
102000	13000	trial type	1	4	1	1	6500	1	117	1	4000	1.020001e+02	1	1	0	5.221435e-01
119000	13000	trial type	4	3	1	4	6500	4	416	2	2000	1.190000e+02	1	0	0	4.352711e-01
134000	13000	trial type	1	2	2	2	6500	2	245	1	4000	1.340000e+02	2	0	0	4.472665e-01
151000	13000	trial type	4	3	2	3	6500	3	348	2	4000	1.510000e+02	1	0	0	2.997284e-01
168000	13000	trial type	4	1	2	1	6500	1	128	2	2000	1.680000e+02	1	0	0	4.318618e-01
183000	13000	trial type	4	1	1	4	6500	4	416	2	2000	1.830000e+02	2	1	0	4.117157e-01
198000	13000	trial type	1	2	1	1	6500	1	123	1	4000	1.980000e+02	1	1	0	4.736579e-01
215000	13000	trial type	3	4	2	4	6500	4	435	1	2000	2.150000e+02	2	0	0	4.025569e-01
230000	13000	trial type	4	2	2	2	6500	2	238	1	4000	2.300000e+02	1	1	0	7.935518e-01
247000	13000	trial type	1	3	2	3	6500	3	306	2	2000	2.470000e+02	2	1	0	5.577685e-01
262000	13000	trial type	3	4	1	3	6500	3	313	1	2000	2.620000e+02	2	0	0	9.257413e-01
277000	13000	trial type	3	2	1	3	6500	3	319	2	4000	2.770000e+02	1	0	0	4.136796e-01
294000	13000	trial type	1	3	1	1	6500	1	119	2	4000	2.940000e+02	2	1	0	5.085669e-01
311000	13000	trial type	2	3	1	2	6500	2	245	1	2000	3.110000e+02	1	1	0	3.406859e-01
326000	13000	trial type	4	2	1	4	6500	4	419	1	4000	3.260000e+02	1	1	0	2.989555e-01
343000	13000	trial type	3	1	2	1	6500	1	141	1	2000	3.430000e+02	1	1	0	4.536016e-01
358000	13000	trial type	2	4	1	2	6500	2	246	2	4000	3.580000e+02	1	0	0	1.967786e-01
375000	13000	trial type	2	4	2	4	6500	4	419	2	4000	3.750000e+02	2	1	0	3.549863e-01
