Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	1	2	6500	2	234	1	4000	8.003135e+000	1	1	0	5.748686e-001
25000	13000	trial type	3	1	1	3	6500	3	329	1	2000	2.500002e+001	1	1	0	2.681163e-001
40000	13000	trial type	3	4	2	4	6500	4	415	1	4000	4.000001e+001	2	0	0	9.044163e-001
57000	13000	trial type	2	4	1	2	6500	240	2	2	2000	5.700001e+001	2	1	0	4.167581e-001
72000	13000	trial type	2	3	2	3	6500	333	3	2	2000	7.200001e+001	2	1	0	2.461331e-001
87000	13000	trial type	1	2	2	2	6500	236	2	2	2000	8.700001e+001	2	1	0	2.994179e-001
102000	13000	trial type	1	2	1	1	6500	1	146	1	4000	1.020000e+002	1	1	0	4.298826e-001
119000	13000	trial type	1	3	2	3	6500	3	339	1	4000	1.190000e+002	1	1	0	3.911519e-001
136000	13000	trial type	3	2	1	3	6500	310	3	2	4000	1.360000e+002	2	1	0	2.241687e-001
153000	13000	trial type	3	2	2	2	6500	2	204	1	4000	1.530000e+002	1	1	0	6.672677e-001
170000	13000	trial type	4	2	1	4	6500	4	443	1	2000	1.700000e+002	1	1	0	8.500176e-001
185000	13000	trial type	1	3	1	1	6500	111	1	2	2000	1.850000e+002	2	1	0	3.802755e-001
200000	13000	trial type	3	4	1	3	6500	3	338	1	4000	2.000002e+002	1	1	0	5.143676e-001
217000	13000	trial type	1	4	2	4	6500	427	4	2	4000	2.170000e+002	2	1	0	4.389550e-001
234000	13000	trial type	3	2	1	3	6500	3	312	1	2000	2.340000e+002	1	1	0	7.920667e-001
249000	13000	trial type	3	2	2	2	6500	209	2	2	2000	2.490000e+002	2	1	0	3.607334e-001
264000	13000	trial type	1	4	2	4	6500	4	435	1	4000	2.640000e+002	2	0	0	5.178375e-001
281000	13000	trial type	2	4	1	2	6500	2	245	1	2000	2.810000e+002	1	1	0	3.720314e-001
296000	13000	trial type	4	2	2	2	6500	240	2	2	2000	2.960000e+002	1	0	0	5.111482e-001
311000	13000	trial type	4	1	2	1	6500	1	102	1	4000	3.110000e+002	1	1	0	3.786096e-001
328000	13000	trial type	4	1	1	4	6500	416	4	2	4000	3.280000e+002	2	1	0	4.331765e-001
345000	13000	trial type	4	1	1	4	6500	4	407	1	4000	3.450000e+002	1	1	0	4.155765e-001
362000	13000	trial type	1	2	2	2	6500	2	242	1	4000	3.620000e+002	1	1	0	3.566839e-001
379000	13000	trial type	3	1	2	1	6500	1	129	1	2000	3.790000e+002	1	1	0	6.038145e-001
