Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	2	1	1	6500	1	134	1	4000	8.000038e+00	1	1	0	5.578462e-01
25000	13000	trial type	1	3	2	3	6500	3	312	1	4000	2.500013e+01	1	1	0	3.051589e-01
42000	13000	trial type	3	2	1	3	6500	3	321	1	4000	4.200001e+01	1	1	0	2.961421e-01
59000	13000	trial type	1	4	1	1	6500	139	1	2	4000	5.900001e+01	2	1	0	3.087574e-01
76000	13000	trial type	3	4	1	3	6500	317	3	2	4000	7.600001e+01	2	1	0	2.878439e-01
93000	13000	trial type	4	1	1	4	6500	432	4	2	4000	9.300001e+01	2	1	0	3.562422e-01
110000	13000	trial type	2	3	2	3	6500	3	342	1	4000	1.100000e+02	1	1	0	4.837268e-01
127000	13000	trial type	3	2	2	2	6500	202	2	2	4000	1.270002e+02	2	1	0	2.932092e-01
144000	13000	trial type	2	3	2	3	6500	316	3	2	4000	1.440000e+02	2	1	0	2.981255e-01
161000	13000	trial type	2	1	2	1	6500	119	1	2	2000	1.610000e+02	2	1	0	2.307620e-01
176000	13000	trial type	4	2	2	2	6500	245	2	2	4000	1.760000e+02	2	1	0	3.999724e-01
193000	13000	trial type	1	2	2	2	6500	246	2	2	4000	1.930000e+02	1	0	0	3.662568e-01
210000	13000	trial type	1	3	2	3	6500	346	3	2	2000	2.100000e+02	2	1	0	7.557409e-01
225000	13000	trial type	4	2	1	4	6500	4	440	1	2000	2.250000e+02	1	1	0	7.331531e-01
240000	13000	trial type	3	2	2	2	6500	2	225	1	2000	2.400000e+02	1	1	0	3.424405e-01
255000	13000	trial type	4	1	2	1	6500	117	1	2	2000	2.550000e+02	2	1	0	3.876302e-01
270000	13000	trial type	2	4	2	4	6500	4	423	1	2000	2.700000e+02	1	1	0	3.008850e-01
285000	13000	trial type	3	2	1	3	6500	334	3	2	4000	2.850000e+02	2	1	0	3.475434e-01
302000	13000	trial type	4	3	2	3	6500	3	320	1	4000	3.020000e+02	1	1	0	2.946750e-01
319000	13000	trial type	1	2	2	2	6500	2	235	1	2000	3.190000e+02	1	1	0	3.532019e-01
334000	13000	trial type	4	1	1	4	6500	4	438	1	2000	3.340000e+02	1	1	0	6.330790e-01
349000	13000	trial type	2	4	1	2	6500	2	207	1	2000	3.490000e+02	1	1	0	2.304875e-01
364000	13000	trial type	1	4	2	4	6500	446	4	2	4000	3.640000e+02	2	1	0	4.257896e-01
381000	13000	trial type	3	1	2	1	6500	1	125	1	2000	3.810000e+02	1	1	0	3.010983e-01
