Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	4	1	2	6500	220	2	2	4000	8.003147e+000	2	1	0	7.168067e-001
25000	13000	trial type	4	3	1	4	6500	439	4	2	4000	2.500002e+001	2	1	0	3.234366e-001
42000	13000	trial type	4	2	2	2	6500	209	2	2	4000	4.200001e+001	2	1	0	2.617339e-001
59000	13000	trial type	1	4	2	4	6500	4	414	1	2000	5.900001e+001	1	1	0	7.086176e-001
74000	13000	trial type	3	1	2	1	6500	1	147	1	4000	7.400001e+001	1	1	0	4.989520e-001
91000	13000	trial type	1	3	1	1	6500	1	148	1	4000	9.100001e+001	2	0	0	6.962297e-001
108000	13000	trial type	4	2	1	4	6500	4	416	1	4000	1.080000e+002	2	0	0	6.697742e-001
125000	13000	trial type	3	1	2	1	6500	141	1	2	4000	1.250000e+002	2	1	0	3.601873e-001
142000	13000	trial type	1	3	2	3	6500	3	329	1	4000	1.420000e+002	1	1	0	6.474433e-001
159000	13000	trial type	3	2	2	2	6500	207	2	2	2000	1.590000e+002	2	1	0	3.468656e-001
174000	13000	trial type	4	1	1	4	6500	4	405	1	4000	1.740000e+002	1	1	0	5.841716e-001
191000	13000	trial type	4	3	2	3	6500	306	3	2	2000	1.910000e+002	2	1	0	3.164659e-001
206000	13000	trial type	1	2	2	2	6500	209	2	2	2000	2.060000e+002	2	1	0	2.888610e-001
221000	13000	trial type	3	2	2	2	6500	2	221	1	2000	2.210000e+002	1	1	0	3.619796e-001
236000	13000	trial type	1	4	1	1	6500	1	131	1	4000	2.360000e+002	2	0	0	7.116167e-001
253000	13000	trial type	2	3	2	3	6500	332	3	2	4000	2.530000e+002	2	1	0	3.733351e-001
270000	13000	trial type	4	1	2	1	6500	1	115	1	2000	2.700001e+002	1	1	0	6.070824e-001
285000	13000	trial type	2	1	1	2	6500	2	214	1	4000	2.850000e+002	1	1	0	3.036194e-001
302000	13000	trial type	4	2	1	4	6500	439	4	2	2000	3.020000e+002	1	0	0	5.326372e-001
317000	13000	trial type	4	2	2	2	6500	2	238	1	4000	3.170000e+002	1	1	0	3.610171e-001
334000	13000	trial type	2	1	2	1	6500	1	145	1	4000	3.340000e+002	1	1	0	3.371421e-001
351000	13000	trial type	2	1	2	1	6500	142	1	2	4000	3.510000e+002	1	0	0	7.694176e-001
368000	13000	trial type	2	4	2	4	6500	4	438	1	2000	3.680000e+002	1	1	0	2.798171e-001
383000	13000	trial type	1	4	1	1	6500	120	1	2	4000	3.830000e+002	2	1	0	3.610487e-001
