Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	1	2	6500	2	228	1	4000	8.003134e+000	1	1	0	5.340166e-001
25000	13000	trial type	3	1	1	3	6500	320	3	2	2000	2.500002e+001	2	1	0	3.811045e-001
40000	13000	trial type	4	1	1	4	6500	4	420	1	2000	4.000001e+001	1	1	0	3.405776e-001
55000	13000	trial type	4	1	1	4	6500	406	4	2	4000	5.500001e+001	2	1	0	3.381474e-001
72000	13000	trial type	4	1	2	1	6500	1	118	1	4000	7.200012e+001	2	0	0	6.093695e-001
89000	13000	trial type	1	3	1	1	6500	104	1	2	2000	8.900001e+001	2	1	0	5.425375e-001
104000	13000	trial type	2	3	1	2	6500	212	2	2	4000	1.040000e+002	1	0	0	5.886621e-001
121000	13000	trial type	1	3	2	3	6500	320	3	2	2000	1.210000e+002	2	1	0	3.612009e-001
136000	13000	trial type	4	3	1	4	6500	409	4	2	2000	1.360000e+002	1	0	0	4.172798e-001
151000	13000	trial type	2	4	2	4	6500	419	4	2	4000	1.510000e+002	2	1	0	3.208834e-001
168000	13000	trial type	4	1	2	1	6500	145	1	2	2000	1.680000e+002	2	1	0	2.987338e-001
183000	13000	trial type	2	3	2	3	6500	317	3	2	4000	1.830000e+002	1	0	0	7.332572e-001
200000	13000	trial type	1	4	2	4	6500	4	412	1	2000	2.000000e+002	1	1	0	5.605790e-001
215000	13000	trial type	2	1	2	1	6500	132	1	2	2000	2.150000e+002	2	1	0	3.459289e-001
230000	13000	trial type	1	4	1	1	6500	147	1	2	4000	2.300002e+002	2	1	0	4.291855e-001
247000	13000	trial type	4	2	2	2	6500	222	2	2	2000	2.470000e+002	2	1	0	3.573553e-001
262000	13000	trial type	3	1	2	1	6500	134	1	2	2000	2.620000e+002	2	1	0	3.288750e-001
277000	13000	trial type	3	2	2	2	6500	231	2	2	2000	2.770000e+002	1	0	0	1.157033e+000
292000	13000	trial type	3	2	1	3	6500	3	322	1	4000	2.920000e+002	1	1	0	2.672813e-001
309000	13000	trial type	3	2	2	2	6500	2	214	1	2000	3.090000e+002	1	1	0	5.327611e-001
324000	13000	trial type	4	3	1	4	6500	4	420	1	4000	3.240000e+002	1	1	0	3.267952e-001
341000	13000	trial type	2	4	1	2	6500	214	2	2	4000	3.410000e+002	2	1	0	3.771568e-001
358000	13000	trial type	3	2	1	3	6500	322	3	2	4000	3.580000e+002	2	1	0	4.675251e-001
375000	13000	trial type	1	2	2	2	6500	225	2	2	2000	3.750000e+002	2	1	0	5.168508e-001
