Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	3	1	2	1	6500	1	121	1	2000	8.000164e+000	1	1	0	4.605145e-001
23000	13000	trial type	4	1	2	1	6500	1	127	1	2000	2.300003e+001	2	0	0	4.331641e-001
38000	13000	trial type	1	3	2	3	6500	333	3	2	4000	3.800002e+001	1	0	0	4.835632e-001
55000	13000	trial type	4	3	1	4	6500	4	439	1	2000	5.500001e+001	1	1	0	3.210500e-001
70000	13000	trial type	2	1	1	2	6500	2	246	1	4000	7.000001e+001	1	1	0	5.786830e-001
87000	13000	trial type	4	3	1	4	6500	428	4	2	2000	8.700013e+001	2	1	0	5.920125e-001
102000	13000	trial type	2	1	2	1	6500	102	1	2	2000	1.020000e+002	1	0	0	4.335275e-001
117000	13000	trial type	2	4	1	2	6500	2	234	1	2000	1.170000e+002	1	1	0	4.924115e-001
132000	13000	trial type	1	3	1	1	6500	1	150	1	4000	1.320000e+002	1	1	0	3.574154e-001
149000	13000	trial type	1	2	2	2	6500	2	243	1	2000	1.490000e+002	2	0	0	5.121056e-001
164000	13000	trial type	1	4	1	1	6500	1	105	1	4000	1.640001e+002	1	1	0	5.525332e-001
181000	13000	trial type	1	2	1	1	6500	1	120	1	2000	1.810000e+002	1	1	0	5.197681e-001
196000	13000	trial type	4	2	1	4	6500	4	415	1	2000	1.960000e+002	1	1	0	3.374499e-001
211000	13000	trial type	3	2	2	2	6500	244	2	2	2000	2.110000e+002	2	1	0	5.104949e-001
226000	13000	trial type	1	3	2	3	6500	3	328	1	4000	2.260000e+002	2	0	0	5.279695e-001
243000	13000	trial type	1	3	1	1	6500	136	1	2	4000	2.430001e+002	1	0	0	1.503972e-001
260000	13000	trial type	2	1	1	2	6500	240	2	2	4000	2.600000e+002	1	0	0	4.669342e-001
277000	13000	trial type	4	3	2	3	6500	316	3	2	2000	2.770000e+002	1	0	0	3.891048e-001
292000	13000	trial type	4	3	2	3	6500	3	326	1	4000	2.920000e+002	1	1	0	6.103666e-001
309000	13000	trial type	3	2	1	3	6500	308	3	2	4000	3.090000e+002	1	0	0	4.901253e-001
326000	13000	trial type	3	4	1	3	6500	3	305	1	4000	3.260001e+002	1	1	0	5.441935e-001
343000	13000	trial type	2	3	2	3	6500	331	3	2	4000	3.430000e+002	2	1	0	5.456680e-001
360000	13000	trial type	3	1	2	1	6500	119	1	2	4000	3.600000e+002	1	0	0	7.598347e-001
377000	13000	trial type	3	4	1	3	6500	329	3	2	2000	3.770000e+002	1	0	0	3.413789e-001
