Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	2	2	2	6500	2	241	1	4000	8.000038e+00	1	1	0	3.742153e-01
25000	13000	trial type	4	1	2	1	6500	1	113	1	2000	2.500003e+01	2	0	0	5.003584e-01
40000	13000	trial type	3	2	1	3	6500	3	317	1	2000	4.000001e+01	1	1	0	2.589812e-01
55000	13000	trial type	2	3	2	3	6500	3	330	1	2000	5.500002e+01	1	1	0	2.760610e-01
70000	13000	trial type	1	4	1	1	6500	1	135	1	4000	7.000001e+01	1	1	0	1.117423e+00
87000	13000	trial type	1	3	2	3	6500	337	3	2	4000	8.700001e+01	2	1	0	2.428756e-01
104000	13000	trial type	4	3	1	4	6500	4	402	1	2000	1.040000e+02	1	1	0	5.099470e-01
119000	13000	trial type	4	1	1	4	6500	4	445	1	2000	1.190000e+02	1	1	0	2.703196e-01
134000	13000	trial type	1	4	1	1	6500	126	1	2	4000	1.340000e+02	2	1	0	2.464983e-01
151000	13000	trial type	3	1	1	3	6500	3	321	1	2000	1.510000e+02	1	1	0	3.850210e-01
166000	13000	trial type	3	1	2	1	6500	102	1	2	4000	1.660000e+02	2	1	0	3.185044e-01
183000	13000	trial type	1	3	2	3	6500	3	310	1	4000	1.830000e+02	1	1	0	2.678313e-01
200000	13000	trial type	3	2	2	2	6500	203	2	2	2000	2.000000e+02	2	1	0	4.139009e-01
215000	13000	trial type	4	3	2	3	6500	345	3	2	2000	2.150000e+02	2	1	0	7.433145e-01
230000	13000	trial type	3	4	1	3	6500	3	340	1	2000	2.300000e+02	1	1	0	2.307767e-01
245000	13000	trial type	4	3	2	3	6500	3	335	1	2000	2.450000e+02	2	0	0	5.678722e-01
260000	13000	trial type	4	2	1	4	6500	438	4	2	2000	2.600000e+02	1	0	0	3.811634e-01
275000	13000	trial type	4	2	2	2	6500	2	241	1	2000	2.750000e+02	1	1	0	2.656243e-01
290000	13000	trial type	4	1	2	1	6500	115	1	2	2000	2.900002e+02	2	1	0	1.366282e-01
305000	13000	trial type	2	4	2	4	6500	4	441	1	4000	3.050000e+02	1	1	0	5.401590e-01
322000	13000	trial type	2	3	2	3	6500	323	3	2	2000	3.220000e+02	1	0	0	3.187124e-01
337000	13000	trial type	4	2	1	4	6500	4	441	1	4000	3.370000e+02	1	1	0	5.051840e-01
354000	13000	trial type	2	3	1	2	6500	2	220	1	4000	3.540000e+02	1	1	0	2.832862e-01
371000	13000	trial type	3	4	2	4	6500	411	4	2	4000	3.710000e+02	2	1	0	2.462164e-01
