Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	2	3	1	2	6500	2	243	1	2000	8.002996e+00	1	1	0	3.129877e-01
23000	13000	trial type	2	4	2	4	6500	4	442	1	4000	2.300002e+01	1	1	0	5.640440e-01
40000	13000	trial type	1	2	2	2	6500	2	217	1	2000	4.000001e+01	2	0	0	2.954767e-01
55000	13000	trial type	4	3	1	4	6500	406	4	2	4000	5.500001e+01	2	1	0	3.781219e-01
72000	13000	trial type	1	4	2	4	6500	416	4	2	4000	7.200001e+01	2	1	0	7.362872e-01
89000	13000	trial type	2	1	2	1	6500	149	1	2	4000	8.900001e+01	2	1	0	4.319988e-01
106000	13000	trial type	2	3	2	3	6500	3	343	1	2000	1.060000e+02	1	1	0	3.231463e-01
121000	13000	trial type	4	1	1	4	6500	418	4	2	4000	1.210000e+02	2	1	0	3.230095e-01
138000	13000	trial type	1	3	2	3	6500	310	3	2	4000	1.380000e+02	1	0	0	9.956030e-01
155000	13000	trial type	2	1	1	2	6500	206	2	2	2000	1.550000e+02	1	0	0	9.521026e-01
170000	13000	trial type	4	2	2	2	6500	2	220	1	4000	1.700000e+02	1	1	0	4.062188e-01
187000	13000	trial type	3	1	2	1	6500	150	1	2	4000	1.870000e+02	2	1	0	4.312615e-01
204000	13000	trial type	4	2	1	4	6500	4	412	1	4000	2.040000e+02	2	0	0	5.696786e-01
221000	13000	trial type	1	4	1	1	6500	1	129	1	4000	2.210000e+02	2	0	0	5.131006e-01
238000	13000	trial type	1	2	2	2	6500	240	2	2	4000	2.380000e+02	2	1	0	5.845408e-01
255000	13000	trial type	4	3	2	3	6500	318	3	2	4000	2.550000e+02	2	1	0	5.909996e-01
272000	13000	trial type	4	3	1	4	6500	4	441	1	2000	2.720000e+02	1	1	0	8.481884e-01
287000	13000	trial type	3	1	1	3	6500	3	310	1	2000	2.870000e+02	2	0	0	1.093098e+00
302000	13000	trial type	1	4	1	1	6500	108	1	2	4000	3.020000e+02	2	1	0	9.349389e-01
319000	13000	trial type	2	1	2	1	6500	1	144	1	4000	3.190000e+02	2	0	0	1.015871e+00
336000	13000	trial type	2	4	1	2	6500	2	214	1	2000	3.360000e+02	1	1	0	7.224213e-01
351000	13000	trial type	1	2	1	1	6500	1	128	1	2000	3.510000e+02	1	1	0	7.609089e-01
366000	13000	trial type	3	4	2	4	6500	435	4	2	2000	3.660000e+02	2	1	0	7.570741e-01
381000	13000	trial type	2	4	2	4	6500	450	4	2	2000	3.810000e+02	2	1	0	3.342609e-01
