Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	4	1	1	6500	1	140	1	4000	8.003043e+00	2	0	0	1.036508e+00
25000	13000	trial type	3	2	2	2	6500	2	221	1	4000	2.500003e+01	1	1	0	8.552992e-01
42000	13000	trial type	4	1	2	1	6500	1	124	1	2000	4.200001e+01	1	1	0	5.760613e-01
57000	13000	trial type	3	1	1	3	6500	3	306	1	2000	5.700001e+01	1	1	0	4.306860e-01
72000	13000	trial type	2	1	2	1	6500	1	108	1	4000	7.200001e+01	2	0	0	7.635337e-01
89000	13000	trial type	2	3	1	2	6500	2	224	1	4000	8.900001e+01	1	1	0	7.225242e-01
106000	13000	trial type	1	2	2	2	6500	2	246	1	4000	1.060000e+02	1	1	0	3.781471e-01
123000	13000	trial type	4	2	2	2	6500	2	220	1	2000	1.230000e+02	1	1	0	6.104164e-01
138000	13000	trial type	3	4	1	3	6500	3	308	1	2000	1.380000e+02	1	1	0	5.647776e-01
153000	13000	trial type	2	3	2	3	6500	3	348	1	2000	1.530000e+02	1	1	0	3.645067e-01
168000	13000	trial type	4	3	1	4	6500	4	413	1	4000	1.680000e+02	1	1	0	8.111600e-01
185000	13000	trial type	3	2	1	3	6500	3	322	1	2000	1.850000e+02	2	0	0	6.122400e-01
200000	13000	trial type	1	3	2	3	6500	3	311	1	2000	2.000000e+02	1	1	0	7.501001e-01
215000	13000	trial type	1	2	1	1	6500	1	137	1	4000	2.150000e+02	2	0	0	5.850209e-01
232000	13000	trial type	1	3	1	1	6500	1	118	1	4000	2.320000e+02	2	0	0	2.687332e-01
249000	13000	trial type	2	1	1	2	6500	2	201	1	4000	2.490000e+02	1	1	0	1.354191e+00
266000	13000	trial type	4	2	1	4	6500	4	438	1	4000	2.660000e+02	1	1	0	9.392966e-01
283000	13000	trial type	3	4	2	4	6500	4	412	1	2000	2.830000e+02	2	0	0	5.016687e-01
298000	13000	trial type	4	3	2	3	6500	3	341	1	2000	2.980000e+02	1	1	0	6.777866e-01
313000	13000	trial type	1	4	2	4	6500	4	403	1	2000	3.130000e+02	1	1	0	6.504540e-01
328000	13000	trial type	4	1	1	4	6500	4	416	1	4000	3.280000e+02	1	1	0	5.203915e-01
345000	13000	trial type	2	4	2	4	6500	4	413	1	2000	3.450000e+02	1	1	0	4.100140e-01
360000	13000	trial type	2	4	1	2	6500	2	239	1	2000	3.600000e+02	99	0	1	-1
375000	13000	trial type	3	1	2	1	6500	1	105	1	4000	3.750000e+02	1	1	0	3.951395e-01
