Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	3	1	2	1	6500	1	109	1	2000	8.003049e+00	2	0	0	4.654208e-01
23000	13000	trial type	1	4	1	1	6500	1	142	1	4000	2.300003e+01	2	0	0	1.251772e+00
40000	13000	trial type	3	4	2	4	6500	4	403	1	4000	4.000004e+01	1	1	0	5.955818e-01
57000	13000	trial type	4	2	2	2	6500	2	219	1	4000	5.700001e+01	2	0	0	4.682607e-01
74000	13000	trial type	1	3	2	3	6500	3	328	1	4000	7.400001e+01	2	0	0	4.447796e-01
91000	13000	trial type	4	2	1	4	6500	4	421	1	2000	9.100001e+01	1	1	0	5.827394e-01
106000	13000	trial type	4	1	2	1	6500	1	126	1	2000	1.060000e+02	2	0	0	1.281120e+00
121000	13000	trial type	1	2	2	2	6500	2	223	1	2000	1.210000e+02	2	0	0	4.316395e-01
136000	13000	trial type	1	3	1	1	6500	1	143	1	2000	1.360000e+02	2	0	0	8.312406e-01
151000	13000	trial type	1	4	2	4	6500	4	401	1	4000	1.510000e+02	1	1	0	6.833974e-01
168000	13000	trial type	4	3	1	4	6500	4	447	1	2000	1.680000e+02	1	1	0	3.744524e-01
183000	13000	trial type	2	3	2	3	6500	3	341	1	4000	1.830000e+02	1	1	0	7.641862e-01
200000	13000	trial type	3	4	1	3	6500	3	327	1	2000	2.000000e+02	1	1	0	3.010270e-01
215000	13000	trial type	1	2	1	1	6500	1	148	1	2000	2.150000e+02	1	1	0	6.526933e-01
230000	13000	trial type	3	2	2	2	6500	2	222	1	4000	2.300000e+02	1	1	0	2.912603e-01
247000	13000	trial type	2	3	1	2	6500	2	236	1	4000	2.470000e+02	1	1	0	5.440929e-01
264000	13000	trial type	2	1	1	2	6500	2	238	1	2000	2.640000e+02	1	1	0	7.680427e-01
279000	13000	trial type	3	1	1	3	6500	3	346	1	4000	2.790000e+02	1	1	0	8.855870e-01
296000	13000	trial type	3	2	1	3	6500	3	324	1	4000	2.960000e+02	1	1	0	5.984605e-01
313000	13000	trial type	4	1	1	4	6500	4	447	1	2000	3.130000e+02	1	1	0	7.275710e-01
328000	13000	trial type	2	1	2	1	6500	1	129	1	4000	3.280000e+02	1	1	0	4.500799e-01
345000	13000	trial type	2	4	1	2	6500	2	240	1	4000	3.450001e+02	1	1	0	2.978996e-01
362000	13000	trial type	2	4	2	4	6500	4	431	1	2000	3.620000e+02	1	1	0	8.598418e-01
377000	13000	trial type	4	3	2	3	6500	3	306	1	2000	3.770000e+02	1	1	0	3.210469e-01
