Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	3	2	3	6500	3	331	2	2000	8.000041e+00	2	1	0	5.417741e-01
23000	13000	trial type	4	2	2	2	6500	2	217	1	2000	2.300002e+01	1	1	0	6.371478e-01
38000	13000	trial type	1	4	1	1	6500	1	114	1	4000	3.800001e+01	1	1	0	7.804484e-01
55000	13000	trial type	2	3	2	3	6500	3	301	1	4000	5.500001e+01	2	0	0	7.812383e-01
72000	13000	trial type	3	4	2	4	6500	4	438	1	4000	7.200002e+01	1	1	0	3.797436e-01
89000	13000	trial type	4	3	2	3	6500	3	342	2	2000	8.900001e+01	1	0	0	5.182065e-01
104000	13000	trial type	3	4	1	3	6500	3	305	1	4000	1.040000e+02	1	1	0	5.483747e-01
121000	13000	trial type	2	1	2	1	6500	1	116	2	2000	1.210000e+02	1	0	0	3.242090e-01
136000	13000	trial type	4	2	1	4	6500	4	437	1	2000	1.360000e+02	1	1	0	5.266330e-01
151000	13000	trial type	4	1	2	1	6500	1	143	2	4000	1.510000e+02	1	0	0	3.715231e-01
168000	13000	trial type	2	3	1	2	6500	2	210	1	4000	1.680000e+02	1	1	0	7.949754e-01
185000	13000	trial type	4	1	1	4	6500	4	442	2	2000	1.850000e+02	2	1	0	8.839206e-01
200000	13000	trial type	3	1	2	1	6500	1	144	1	4000	2.000000e+02	1	1	0	9.362487e-01
217000	13000	trial type	2	4	1	2	6500	2	232	2	4000	2.170000e+02	1	0	0	2.567003e-01
234000	13000	trial type	2	4	2	4	6500	4	428	2	2000	2.340000e+02	1	0	0	7.162427e-01
249000	13000	trial type	1	3	1	1	6500	1	114	2	4000	2.490002e+02	1	0	0	4.292084e-01
266000	13000	trial type	1	4	2	4	6500	4	409	1	2000	2.660000e+02	1	1	0	3.508152e-01
281000	13000	trial type	3	1	1	3	6500	3	334	1	4000	2.810000e+02	1	1	0	5.399424e-01
298000	13000	trial type	2	1	1	2	6500	2	204	2	4000	2.980000e+02	1	0	0	7.107518e-01
315000	13000	trial type	1	2	1	1	6500	1	112	1	2000	3.150000e+02	2	0	0	1.123793e+00
330000	13000	trial type	3	2	2	2	6500	2	220	2	2000	3.300000e+02	1	0	0	2.759089e-01
345000	13000	trial type	4	3	1	4	6500	4	423	2	4000	3.450000e+02	1	0	0	2.242531e-01
362000	13000	trial type	1	2	2	2	6500	2	209	1	2000	3.620000e+02	1	1	0	3.996348e-01
377000	13000	trial type	3	2	1	3	6500	3	338	2	2000	3.770000e+02	1	0	0	3.469599e-01
