Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	3	2	2	2	6500	222	2	2	4000	8.003030e+00	1	0	0	1.057807e+00
25000	13000	trial type	2	4	2	4	6500	413	4	2	4000	2.500003e+01	2	1	0	1.117418e+00
42000	13000	trial type	4	1	1	4	6500	4	414	1	2000	4.200001e+01	1	1	0	8.451932e-01
57000	13000	trial type	4	3	1	4	6500	409	4	2	2000	5.700001e+01	2	1	0	8.679261e-01
72000	13000	trial type	1	3	2	3	6500	3	308	1	4000	7.200001e+01	1	1	0	9.814856e-01
89000	13000	trial type	4	2	2	2	6500	234	2	2	2000	8.900001e+01	2	1	0	1.155131e+00
104000	13000	trial type	4	2	2	2	6500	2	243	1	2000	1.040000e+02	1	1	0	1.056566e+00
119000	13000	trial type	4	1	1	4	6500	434	4	2	2000	1.190001e+02	2	1	0	9.530662e-01
134000	13000	trial type	2	4	1	2	6500	2	224	1	2000	1.340000e+02	2	0	0	7.710511e-01
149000	13000	trial type	2	1	2	1	6500	119	1	2	2000	1.490000e+02	2	1	0	9.837863e-01
164000	13000	trial type	2	1	2	1	6500	1	133	1	2000	1.640000e+02	1	1	0	7.068063e-01
179000	13000	trial type	1	2	2	2	6500	2	233	1	4000	1.790000e+02	1	1	0	9.137482e-01
196000	13000	trial type	2	4	2	4	6500	4	439	1	2000	1.960000e+02	1	1	0	7.830461e-01
211000	13000	trial type	4	3	2	3	6500	335	3	2	2000	2.110000e+02	2	1	0	7.521817e-01
226000	13000	trial type	3	4	2	4	6500	403	4	2	2000	2.260000e+02	2	1	0	9.947289e-01
241000	13000	trial type	3	2	1	3	6500	3	315	1	4000	2.410000e+02	1	1	0	4.704397e-01
258000	13000	trial type	1	3	1	1	6500	1	111	1	4000	2.580000e+02	1	1	0	1.249384e+00
275000	13000	trial type	1	4	2	4	6500	4	427	1	2000	2.750000e+02	1	1	0	1.181275e+00
290000	13000	trial type	1	4	1	1	6500	121	1	2	4000	2.900000e+02	2	1	0	1.136916e+00
307000	13000	trial type	1	3	2	3	6500	331	3	2	4000	3.070000e+02	2	1	0	8.452491e-01
324000	13000	trial type	2	4	1	2	6500	225	2	2	2000	3.240000e+02	2	1	0	1.367743e+00
339000	13000	trial type	2	1	1	2	6500	228	2	2	4000	3.390000e+02	2	1	0	8.738271e-01
356000	13000	trial type	2	3	2	3	6500	304	3	2	2000	3.560000e+02	2	1	0	8.182978e-01
371000	13000	trial type	4	2	1	4	6500	4	437	1	4000	3.710000e+02	1	1	0	5.990769e-01
