Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	1	2	2	2	6500	2	231	1	4000	8.003140e+000	2	0	0	6.247186e-001
25000	13000	trial type	1	3	2	3	6500	3	343	1	4000	2.500002e+001	1	1	0	6.671718e-001
42000	13000	trial type	4	1	1	4	6500	445	4	2	2000	4.200001e+001	1	0	0	4.249016e-001
57000	13000	trial type	4	3	1	4	6500	402	4	2	2000	5.700001e+001	2	1	0	6.024986e-001
72000	13000	trial type	1	2	1	1	6500	127	1	2	4000	7.200001e+001	2	1	0	6.338147e-001
89000	13000	trial type	3	1	1	3	6500	335	3	2	4000	8.900001e+001	1	0	0	4.473801e-001
106000	13000	trial type	1	2	1	1	6500	1	122	1	2000	1.060000e+002	1	1	0	4.395342e-001
121000	13000	trial type	3	4	1	3	6500	3	331	1	4000	1.210000e+002	1	1	0	3.925364e-001
138000	13000	trial type	3	4	1	3	6500	350	3	2	2000	1.380000e+002	1	0	0	5.308301e-001
153000	13000	trial type	2	4	1	2	6500	2	234	1	4000	1.530000e+002	2	0	0	5.640813e-001
170000	13000	trial type	1	3	2	3	6500	317	3	2	4000	1.700000e+002	1	0	0	3.267927e-001
187000	13000	trial type	3	2	1	3	6500	3	311	1	2000	1.870000e+002	1	1	0	3.467706e-001
202000	13000	trial type	1	4	1	1	6500	128	1	2	4000	2.020000e+002	2	1	0	5.564101e-001
219000	13000	trial type	1	2	2	2	6500	234	2	2	2000	2.190000e+002	1	0	0	4.718754e-001
234000	13000	trial type	4	2	1	4	6500	446	4	2	2000	2.340000e+002	1	0	0	7.308966e-001
249000	13000	trial type	4	3	2	3	6500	3	341	1	2000	2.490001e+002	1	1	0	7.060532e-001
264000	13000	trial type	3	4	2	4	6500	4	438	1	4000	2.640000e+002	1	1	0	6.174798e-001
281000	13000	trial type	3	4	2	4	6500	450	4	2	4000	2.810000e+002	1	0	0	3.927520e-001
298000	13000	trial type	2	1	1	2	6500	241	2	2	2000	2.980000e+002	1	0	0	4.548934e-001
313000	13000	trial type	1	3	1	1	6500	1	126	1	2000	3.130000e+002	1	1	0	4.373121e-001
328000	13000	trial type	3	1	2	1	6500	142	1	2	2000	3.280000e+002	1	0	0	5.076143e-001
343000	13000	trial type	1	4	2	4	6500	4	429	1	2000	3.430000e+002	2	0	0	5.448522e-001
358000	13000	trial type	4	3	1	4	6500	4	449	1	2000	3.580000e+002	1	1	0	6.993397e-001
373000	13000	trial type	2	3	2	3	6500	3	342	1	4000	3.730000e+002	1	1	0	5.056848e-001
