Trial Onset	Trial Duration	Trial Type	Sample 1	Sample 2	Memory Cue	Remembered Sample	WM Delay	Presented Stimulus 1	Presented Stimulus 2	Correct Stimulus	ITI	Timing	Keypress	Response	Too late	RT
8000	13000	trial type	4	1	2	1	6500	1	131	1	4000	8.002992e+00	1	1	0	7.023172e-01
25000	13000	trial type	4	2	2	2	6500	2	222	1	4000	2.500015e+01	1	1	0	6.331540e-01
42000	13000	trial type	4	2	2	2	6500	249	2	2	2000	4.200001e+01	2	1	0	4.292069e-01
57000	13000	trial type	1	4	2	4	6500	406	4	2	4000	5.700001e+01	1	0	0	4.685768e-01
74000	13000	trial type	2	1	2	1	6500	1	128	1	2000	7.400001e+01	2	0	0	6.451582e-01
89000	13000	trial type	1	3	2	3	6500	345	3	2	4000	8.900001e+01	2	1	0	2.871854e-01
106000	13000	trial type	4	1	1	4	6500	4	428	1	2000	1.060000e+02	2	0	0	8.866112e-01
121000	13000	trial type	1	3	1	1	6500	117	1	2	4000	1.210000e+02	1	0	0	1.147690e+00
138000	13000	trial type	1	3	2	3	6500	3	350	1	4000	1.380000e+02	2	0	0	7.723619e-01
155000	13000	trial type	3	2	2	2	6500	224	2	2	2000	1.550000e+02	2	1	0	3.074848e-01
170000	13000	trial type	3	4	2	4	6500	426	4	2	2000	1.700000e+02	2	1	0	5.088726e-01
185000	13000	trial type	2	4	2	4	6500	422	4	2	4000	1.850000e+02	2	1	0	8.210176e-01
202000	13000	trial type	2	1	1	2	6500	2	239	1	2000	2.020000e+02	2	0	0	6.316657e-01
217000	13000	trial type	3	1	1	3	6500	3	332	1	2000	2.170000e+02	1	1	0	5.658123e-01
232000	13000	trial type	4	3	1	4	6500	433	4	2	4000	2.320002e+02	2	1	0	4.059111e-01
249000	13000	trial type	3	4	1	3	6500	3	333	1	4000	2.490000e+02	1	1	0	4.182980e-01
266000	13000	trial type	3	4	2	4	6500	4	440	1	2000	2.660000e+02	1	1	0	9.326580e-01
281000	13000	trial type	3	1	2	1	6500	131	1	2	4000	2.810000e+02	2	1	0	3.038114e-01
298000	13000	trial type	2	1	1	2	6500	245	2	2	4000	2.980000e+02	1	0	0	5.592841e-01
315000	13000	trial type	1	2	2	2	6500	234	2	2	4000	3.150000e+02	2	1	0	4.842155e-01
332000	13000	trial type	3	2	1	3	6500	3	344	1	2000	3.320013e+02	2	0	0	3.558745e-01
347000	13000	trial type	1	4	2	4	6500	4	434	1	2000	3.470000e+02	1	1	0	5.733834e-01
362000	13000	trial type	3	1	1	3	6500	319	3	2	2000	3.620000e+02	2	1	0	4.146788e-01
377000	13000	trial type	1	3	1	1	6500	1	135	1	2000	3.770000e+02	1	1	0	5.976780e-01
